order_id,customer_id,order_date,status,region_code
104,270,2026-01-20 07:34:46,DELIVERED,WEST
105,80,2025-11-02 03:06:17,RETURNED,CENTRAL
106,354,2024-08-30 10:16:38,DELIVERED,CENTRAL
107,451,15-12-2024,DELIVERED,SOUTH
108,162,2025-04-07 14:13:57,PLACED,SOUTH
109,339,2025-04-13 00:21:07,DELIVERED,SOUTH
110,421,13-12-2025,DELIVERED,SOUTH
111,525,2026-06-09 09:32:10,PLACED,EAST
112,530,2026-03-14 12:53:11,DELIVERED,NORTH
113,291,2025-11-23 19:04:12,DELIVERED,WEST
114,175,2025-07-26 21:09:13,PLACED,CENTRAL
115,187,2025-11-10 07:34:59,SHIPPED,EAST
116,605,2026-05-22 18:56:37,PLACED,NORTH
117,517,2025-09-05 09:39:45,DELIVERED,SOUTH
118,40,2025-04-10 22:47:12,DELIVERED,NORTH
119,134,2026-03-04 20:19:28,PLACED,WEST
120,380,2025-06-07 13:01:54,DELIVERED,WEST
121,391,2026-02-02 14:26:34,RETURNED,CENTRAL
122,138,2026-04-11 04:28:41,RETURNED,NORTH
123,557,2025-03-15 19:45:22,DELIVERED,NORTH
124,121,2026-01-20 17:31:43,SHIPPED,EAST
125,110,2025-03-27 15:02:58,SHIPPED,CENTRAL
126,375,2025-09-04 14:41:31,DELIVERED,SOUTH
127,571,2025-01-08 06:57:46,DELIVERED,EAST
128,592,2025-12-22 21:32:41,DELIVERED,NORTH
129,458,2026-03-16 04:52:29,PLACED,CENTRAL
130,347,2026-05-19 20:18:42,DELIVERED,NORTH
131,6,2025-04-24 10:52:21,DELIVERED,CENTRAL
132,66,2026-07-18 10:36:00,DELIVERED,WEST
133,411,2025-03-02 00:41:45,DELIVERED,CENTRAL
134,180,2024-08-31 22:19:05,SHIPPED,CENTRAL
135,35,2026-07-28 16:08:14,DELIVERED,CENTRAL
136,37,2025-11-09 19:29:33,RETURNED,NORTH
137,410,2026-04-16 12:27:32,DELIVERED,CENTRAL
138,,2025-09-30 05:58:52,DELIVERED,CENTRAL
139,357,2025-05-20 17:29:39,SHIPPED,SOUTH
140,414,2025-10-17 22:25:24,DELIVERED,NORTH
141,516,2026-05-02 17:26:48,CANCELLED,EAST
142,589,2026-02-09 03:26:50,DELIVERED,WEST
143,348,2026-01-06 08:11:36,DELIVERED,CENTRAL
144,494,26-03-2025,DELIVERED,SOUTH
145,236,2024-09-01 06:17:45,DELIVERED,CENTRAL
146,,2025-06-07 11:34:04,PLACED,EAST
147,183,2025-08-07 05:55:30,CANCELLED,EAST
148,195,2025-01-29 18:02:06,DELIVERED,EAST
149,208,2025-07-05 06:24:36,DELIVERED,NORTH
150,81,2026-07-04 15:29:25,DELIVERED,CENTRAL
151,494,2025-01-14 01:03:57,CANCELLED,CENTRAL
152,503,2025-03-17 23:54:16,DELIVERED,WEST
153,591,2024-10-30 03:23:24,DELIVERED,CENTRAL
154,,2026-03-05 13:03:59,DELIVERED,WEST
155,531,2026-02-28 07:39:11,PLACED,SOUTH
156,104,2026-06-07 08:17:11,SHIPPED,CENTRAL
157,276,2025-06-29 07:50:22,DELIVERED,WEST
158,430,2024-08-27 08:56:59,CANCELLED,EAST
159,586,2025-07-27 17:37:28,SHIPPED,NORTH
160,242,2025-08-09 10:31:02,SHIPPED,SOUTH
161,10,2024-12-26 02:30:18,RETURNED,CENTRAL
162,324,2026-06-14 20:33:42,DELIVERED,CENTRAL
163,,2026-01-26 04:36:37,SHIPPED,EAST
164,99,2025-08-26 15:47:57,DELIVERED,CENTRAL
165,264,2026-02-26 16:04:52,DELIVERED,CENTRAL
166,590,2024-11-21 19:59:06,RETURNED,EAST
167,523,2026-05-07 23:45:59,CANCELLED,WEST
168,475,2026-04-01 17:08:35,SHIPPED,EAST
169,586,2026-06-25 08:47:20,PLACED,EAST
170,325,2025-12-16 11:41:16,DELIVERED,WEST
171,456,2024-11-14 02:32:19,DELIVERED,CENTRAL
172,424,2026-01-20 10:37:47,PLACED,SOUTH
173,82,2025-07-10 17:13:54,PLACED,WEST
174,27,2026-01-12 11:39:16,RETURNED,NORTH
175,160,2025-08-25 17:18:17,DELIVERED,SOUTH
176,291,2024-08-12 03:51:27,DELIVERED,SOUTH
177,,2026-06-21 05:05:45,SHIPPED,WEST
178,554,2025-12-24 00:52:37,PLACED,CENTRAL
179,468,2025-10-17 06:34:11,DELIVERED,CENTRAL
180,547,2024-10-11 18:22:40,DELIVERED,NORTH
181,375,2025-07-16 04:50:58,PLACED,CENTRAL
182,140,2024-09-11 20:42:20,PLACED,WEST
183,489,2025-08-24 10:19:25,DELIVERED,CENTRAL
184,8,2025-12-03 12:48:05,CANCELLED,WEST
185,168,2025-03-25 10:04:07,CANCELLED,SOUTH
186,433,2025-10-05 01:18:25,DELIVERED,CENTRAL
187,279,2025-03-25 04:08:41,CANCELLED,WEST
188,71,2026-05-22 20:17:53,DELIVERED,CENTRAL
189,504,31-03-2025,PLACED,CENTRAL
190,,2024-12-27 19:25:22,PLACED,WEST
191,239,27-02-2025,SHIPPED,WEST
192,511,2025-03-30 06:59:10,DELIVERED,EAST
193,150,2025-06-27 09:13:57,PLACED,WEST
194,257,2024-11-03 02:24:11,PLACED,SOUTH
195,454,2024-11-26 05:37:28,SHIPPED,NORTH
196,214,2025-02-25 01:04:32,SHIPPED,EAST
197,44,2024-08-20 07:16:43,PLACED,WEST
198,204,07-11-2025,DELIVERED,NORTH
199,445,2025-08-19 16:04:12,SHIPPED,NORTH
200,249,2026-08-12 15:19:31,DELIVERED,CENTRAL
201,92,2025-01-07 01:25:14,DELIVERED,EAST
202,62,2025-04-22 01:24:52,DELIVERED,NORTH
203,239,2025-03-29 19:19:47,DELIVERED,EAST
204,450,20-11-2024,DELIVERED,SOUTH
205,41,2026-01-05 16:11:46,SHIPPED,WEST
206,192,2025-03-04 01:55:06,DELIVERED,CENTRAL
207,568,2025-02-03 23:57:39,DELIVERED,EAST
208,465,2026-09-19 15:19:31,DELIVERED,NORTH
209,373,2024-09-30 04:48:03,DELIVERED,CENTRAL
210,195,2025-10-31 03:14:08,DELIVERED,CENTRAL
211,420,2025-04-13 14:24:46,DELIVERED,NORTH
212,,2025-06-29 05:37:21,PLACED,NORTH
213,102,2024-11-12 04:12:00,DELIVERED,WEST
214,605,2025-07-19 00:30:55,DELIVERED,NORTH
215,,2025-12-15 14:16:32,RETURNED,NORTH
216,63,2024-10-25 12:51:54,CANCELLED,EAST
217,60,2024-09-17 10:59:55,PLACED,NORTH
218,80,2025-06-16 16:23:52,PLACED,SOUTH
219,195,2024-12-17 21:38:57,DELIVERED,SOUTH
220,572,2025-10-18 14:43:07,DELIVERED,EAST
221,438,2025-10-16 03:43:22,SHIPPED,WEST
222,162,2026-04-11 23:12:48,RETURNED,EAST
223,333,2026-01-02 00:44:43,DELIVERED,EAST
224,577,2025-11-02 08:44:59,DELIVERED,EAST
225,464,2025-03-25 09:21:53,DELIVERED,EAST
226,531,2026-03-29 06:48:20,PLACED,SOUTH
227,323,2026-01-11 22:00:10,DELIVERED,EAST
228,524,2025-12-12 05:10:50,SHIPPED,NORTH
229,160,2025-09-02 20:36:25,DELIVERED,SOUTH
230,308,2026-07-21 09:55:43,RETURNED,NORTH
231,495,2026-02-12 05:07:39,DELIVERED,CENTRAL
232,98,2025-07-15 08:09:10,DELIVERED,CENTRAL
233,58,2024-11-13 10:22:36,CANCELLED,WEST
234,124,2026-03-25 22:19:08,DELIVERED,CENTRAL
235,392,2026-06-11 23:21:07,SHIPPED,CENTRAL
236,515,2025-07-17 05:23:37,DELIVERED,WEST
237,590,2025-07-07 22:53:17,SHIPPED,WEST
238,345,2025-12-22 03:44:40,PLACED,WEST
239,409,2026-01-09 22:58:10,PLACED,SOUTH
240,203,2025-07-15 02:54:52,SHIPPED,CENTRAL
241,537,25-01-2025,DELIVERED,EAST
242,590,2025-01-19 15:15:44,DELIVERED,EAST
243,353,30-04-2026,SHIPPED,EAST
244,453,2025-11-02 19:44:16,RETURNED,SOUTH
245,383,2026-06-06 23:39:24,PLACED,NORTH
246,152,2025-05-22 13:30:34,PLACED,NORTH
247,483,2026-01-02 05:06:46,DELIVERED,SOUTH
248,265,2025-12-08 01:25:57,RETURNED,NORTH
249,540,2026-03-08 08:17:41,SHIPPED,CENTRAL
250,477,15-05-2026,DELIVERED,EAST
251,369,06-07-2025,CANCELLED,WEST
252,390,2024-08-31 06:22:53,RETURNED,WEST
253,545,2025-07-22 09:08:20,RETURNED,CENTRAL
254,23,2025-04-22 21:05:49,SHIPPED,WEST
255,161,2026-09-22 15:19:31,DELIVERED,SOUTH
256,514,12-07-2025,SHIPPED,WEST
257,31,2024-12-11 22:12:57,SHIPPED,EAST
258,141,2026-02-21 02:59:14,RETURNED,CENTRAL
259,233,2025-10-24 16:33:40,DELIVERED,EAST
260,338,2024-11-10 05:12:56,DELIVERED,CENTRAL
261,208,2024-10-23 08:21:48,DELIVERED,CENTRAL
262,441,2026-03-29 08:45:00,PLACED,CENTRAL
263,326,2026-03-14 04:10:48,DELIVERED,SOUTH
264,150,2025-04-04 04:47:48,CANCELLED,WEST
265,311,2025-11-26 13:40:32,CANCELLED,EAST
266,193,2026-03-11 00:19:26,DELIVERED,CENTRAL
267,581,2025-09-02 07:38:41,SHIPPED,NORTH
268,489,2025-05-28 22:43:38,DELIVERED,EAST
269,397,2025-06-07 04:04:13,SHIPPED,NORTH
270,16,2025-11-05 16:41:05,SHIPPED,SOUTH
271,68,2025-09-13 10:11:03,DELIVERED,CENTRAL
272,333,2026-07-21 13:36:27,DELIVERED,NORTH
273,390,2025-05-16 12:41:28,RETURNED,CENTRAL
274,538,2025-04-15 01:02:32,PLACED,NORTH
275,44,2026-03-26 16:59:05,DELIVERED,NORTH
276,529,2025-10-14 20:24:40,SHIPPED,WEST
277,312,2026-03-05 02:01:17,SHIPPED,EAST
278,56,2025-06-23 04:13:03,DELIVERED,WEST
279,513,2026-03-07 06:50:25,RETURNED,CENTRAL
280,424,10-09-2025,DELIVERED,SOUTH
281,93,2025-01-28 15:56:58,RETURNED,SOUTH
282,127,2025-12-06 04:24:19,DELIVERED,NORTH
283,394,2024-10-05 01:24:45,DELIVERED,SOUTH
284,390,2026-06-20 03:15:11,SHIPPED,SOUTH
285,149,2025-10-02 14:11:55,DELIVERED,EAST
286,457,2025-07-30 15:10:27,CANCELLED,SOUTH
287,,15-10-2025,DELIVERED,WEST
288,6,2025-07-13 07:17:37,SHIPPED,WEST
289,453,2025-09-18 15:20:11,SHIPPED,CENTRAL
290,571,2026-04-01 15:07:07,SHIPPED,NORTH
291,38,15-12-2024,DELIVERED,CENTRAL
292,90,2026-07-08 09:53:42,SHIPPED,EAST
293,587,2024-09-29 00:07:58,DELIVERED,CENTRAL
294,37,2024-10-27 14:15:50,DELIVERED,WEST
295,438,26-03-2026,DELIVERED,NORTH
296,282,2026-02-23 14:37:37,SHIPPED,SOUTH
297,112,2025-05-12 22:41:28,DELIVERED,NORTH
298,295,2025-08-05 05:33:01,SHIPPED,CENTRAL
299,363,2025-12-04 09:29:49,DELIVERED,WEST
300,185,2024-10-14 06:59:11,SHIPPED,SOUTH
301,,2026-03-28 23:38:45,PLACED,SOUTH
302,425,2026-05-19 06:50:55,DELIVERED,SOUTH
303,,2026-05-30 23:15:21,DELIVERED,EAST
304,564,16-11-2025,DELIVERED,EAST
305,583,09-08-2024,SHIPPED,EAST
306,491,2024-11-24 08:07:25,DELIVERED,WEST
307,472,2024-11-26 03:47:46,SHIPPED,WEST
308,58,2025-09-01 05:31:38,DELIVERED,EAST
309,20,2025-05-21 00:47:38,DELIVERED,EAST
310,153,05-10-2025,RETURNED,CENTRAL
311,585,2024-12-30 02:08:18,PLACED,EAST
312,323,2025-12-19 23:49:49,PLACED,SOUTH
313,310,2025-03-28 10:14:40,PLACED,NORTH
314,95,29-09-2025,DELIVERED,CENTRAL
315,349,2026-06-07 05:39:50,DELIVERED,EAST
316,101,2025-03-19 15:01:55,DELIVERED,SOUTH
317,38,2026-06-29 05:52:18,DELIVERED,NORTH
318,46,2025-06-22 17:13:51,PLACED,WEST
319,106,2026-07-27 21:55:53,SHIPPED,CENTRAL
320,215,2025-04-17 15:17:14,SHIPPED,EAST
321,121,2024-10-13 09:08:57,PLACED,CENTRAL
322,105,2024-08-15 02:08:53,SHIPPED,SOUTH
323,291,2026-07-30 17:16:34,SHIPPED,EAST
324,52,2025-05-31 10:00:01,DELIVERED,NORTH
325,89,2024-11-10 08:03:01,DELIVERED,CENTRAL
326,457,2025-03-12 01:18:34,CANCELLED,CENTRAL
327,477,2025-05-05 20:50:37,CANCELLED,WEST
328,318,2025-09-14 02:35:45,DELIVERED,SOUTH
329,148,2024-09-16 23:12:28,RETURNED,WEST
330,339,2026-01-04 22:40:19,DELIVERED,NORTH
331,116,2026-03-31 16:51:28,SHIPPED,EAST
332,131,2025-04-28 13:54:34,DELIVERED,NORTH
333,73,2026-04-30 06:47:20,DELIVERED,WEST
334,250,2026-05-03 12:29:06,DELIVERED,EAST
335,606,2025-01-27 23:56:26,DELIVERED,EAST
336,242,2026-01-04 02:49:20,DELIVERED,CENTRAL
337,118,2025-05-24 03:55:41,DELIVERED,WEST
338,416,2025-03-29 13:03:38,CANCELLED,WEST
339,63,2025-05-15 18:41:20,CANCELLED,NORTH
340,153,2025-05-14 21:13:13,DELIVERED,WEST
341,325,2025-09-11 08:33:58,DELIVERED,WEST
342,353,2025-12-06 02:13:09,DELIVERED,CENTRAL
343,131,22-07-2025,RETURNED,NORTH
344,,2024-12-24 15:42:28,PLACED,EAST
345,241,2025-05-17 02:20:28,DELIVERED,WEST
346,446,2026-06-15 11:22:50,DELIVERED,SOUTH
347,369,2026-04-14 17:37:40,RETURNED,SOUTH
348,74,2024-11-29 20:20:43,CANCELLED,WEST
349,140,2026-08-07 18:43:33,DELIVERED,WEST
350,436,2025-12-11 15:04:55,DELIVERED,WEST
351,232,2024-11-15 05:53:34,DELIVERED,SOUTH
352,276,2024-09-30 13:37:17,DELIVERED,NORTH
353,378,2024-08-20 15:11:12,DELIVERED,SOUTH
354,540,2026-01-18 01:58:42,DELIVERED,WEST
355,536,2025-07-30 16:25:10,DELIVERED,NORTH
356,553,2025-06-24 04:26:08,PLACED,EAST
357,12,2026-08-02 11:49:32,DELIVERED,EAST
358,302,10-10-2024,RETURNED,EAST
359,578,2025-11-21 07:17:58,DELIVERED,CENTRAL
360,299,2025-06-08 22:23:01,SHIPPED,NORTH
361,79,2025-07-08 06:40:50,PLACED,EAST
362,264,2026-08-17 15:19:31,RETURNED,SOUTH
363,379,2026-03-08 10:55:11,DELIVERED,WEST
364,541,2025-10-24 16:22:24,PLACED,SOUTH
365,158,2025-06-16 03:02:47,DELIVERED,WEST
366,451,2024-12-18 11:55:35,DELIVERED,EAST
367,271,2025-08-16 06:37:22,SHIPPED,WEST
368,488,2025-09-16 10:04:53,DELIVERED,WEST
369,400,2025-07-03 21:47:29,CANCELLED,NORTH
370,460,2025-04-25 16:52:51,DELIVERED,NORTH
371,545,2024-12-22 21:00:16,DELIVERED,EAST
372,274,2025-10-24 18:53:36,DELIVERED,WEST
373,248,2025-10-05 07:56:44,SHIPPED,EAST
374,185,19-04-2026,PLACED,NORTH
375,,2025-01-29 02:23:31,DELIVERED,SOUTH
376,258,10-08-2025,PLACED,CENTRAL
377,223,2025-06-05 06:24:59,DELIVERED,NORTH
378,134,2025-09-12 02:55:47,DELIVERED,SOUTH
379,189,2025-05-04 05:20:51,RETURNED,WEST
380,284,2026-07-24 17:43:28,DELIVERED,EAST
381,76,28-09-2025,DELIVERED,NORTH
382,272,06-01-2026,RETURNED,SOUTH
383,183,2024-10-30 19:44:55,DELIVERED,WEST
384,109,2025-07-26 21:48:32,PLACED,NORTH
385,257,26-12-2025,DELIVERED,NORTH
386,400,2024-11-20 22:48:53,RETURNED,CENTRAL
387,,2026-01-25 08:29:10,DELIVERED,WEST
388,72,28-07-2026,RETURNED,WEST
389,549,2026-07-28 17:00:25,DELIVERED,WEST
390,93,2026-03-01 02:34:37,SHIPPED,WEST
391,297,2025-07-14 18:50:44,PLACED,WEST
392,307,2024-10-05 07:22:36,DELIVERED,EAST
393,449,2026-05-21 05:22:34,SHIPPED,CENTRAL
394,399,2024-10-12 18:24:15,SHIPPED,CENTRAL
395,461,20-07-2025,SHIPPED,EAST
396,44,2026-02-01 22:41:24,DELIVERED,CENTRAL
397,550,2026-07-11 17:16:14,RETURNED,NORTH
398,501,2024-10-05 04:41:59,RETURNED,NORTH
399,134,19-09-2026,SHIPPED,NORTH
400,175,15-11-2025,CANCELLED,NORTH
401,226,2026-03-15 03:40:49,SHIPPED,WEST
402,590,2025-03-25 10:24:01,RETURNED,SOUTH
403,608,16-09-2024,SHIPPED,WEST
404,379,2025-04-17 02:41:30,RETURNED,NORTH
405,386,28-02-2026,DELIVERED,NORTH
406,,2025-07-17 15:47:17,DELIVERED,EAST
407,488,2025-08-18 15:34:07,DELIVERED,CENTRAL
408,245,2025-07-17 22:09:44,PLACED,SOUTH
409,91,2026-01-27 04:41:22,SHIPPED,NORTH
410,197,2025-06-12 16:51:27,PLACED,EAST
411,553,2026-07-11 20:15:20,DELIVERED,SOUTH
412,199,2026-03-15 05:52:17,CANCELLED,WEST
413,164,08-03-2025,DELIVERED,EAST
414,258,2024-09-03 23:07:40,DELIVERED,NORTH
415,54,2026-06-14 07:01:22,DELIVERED,WEST
416,73,2026-02-07 14:22:10,DELIVERED,EAST
417,334,2026-01-22 04:43:27,SHIPPED,SOUTH
418,205,2025-09-24 22:25:59,DELIVERED,WEST
419,447,2024-09-23 00:33:07,DELIVERED,WEST
420,469,2025-07-20 19:01:42,RETURNED,SOUTH
421,33,10-12-2024,PLACED,WEST
422,176,2024-09-15 20:46:49,SHIPPED,SOUTH
423,175,2026-08-02 14:24:21,SHIPPED,WEST
424,501,2026-03-23 00:58:40,DELIVERED,WEST
425,439,2025-11-08 05:01:52,SHIPPED,CENTRAL
426,606,2025-03-06 16:07:10,CANCELLED,WEST
427,42,2024-10-08 10:20:02,DELIVERED,WEST
428,491,2025-08-13 11:40:24,PLACED,WEST
429,572,2026-04-23 02:56:05,DELIVERED,SOUTH
430,303,2025-02-28 02:55:01,PLACED,EAST
431,471,2024-11-13 23:24:40,PLACED,WEST
432,142,2025-03-02 09:40:13,DELIVERED,EAST
433,2,27-04-2026,CANCELLED,EAST
434,304,2024-08-19 12:48:20,RETURNED,CENTRAL
435,213,2024-10-29 15:26:09,CANCELLED,NORTH
436,373,2024-12-14 17:03:05,DELIVERED,CENTRAL
437,,2025-10-15 10:26:06,DELIVERED,CENTRAL
438,210,2024-11-27 13:26:32,DELIVERED,WEST
439,595,2025-07-01 10:18:51,DELIVERED,SOUTH
440,274,2026-03-22 06:28:49,PLACED,EAST
441,498,2025-02-15 23:57:36,DELIVERED,CENTRAL
442,546,2026-01-03 01:27:14,DELIVERED,NORTH
443,469,2025-07-29 09:09:50,SHIPPED,NORTH
444,283,2026-03-16 02:00:41,SHIPPED,SOUTH
445,24,2026-04-30 20:13:42,DELIVERED,SOUTH
446,431,2025-04-16 14:27:06,SHIPPED,NORTH
447,,2024-10-09 19:29:28,DELIVERED,EAST
448,352,2024-11-23 03:06:26,DELIVERED,CENTRAL
449,456,2026-06-22 09:13:32,CANCELLED,EAST
450,267,2024-11-29 18:17:39,SHIPPED,NORTH
451,292,2025-08-06 10:31:56,RETURNED,CENTRAL
452,180,2026-08-04 22:52:14,DELIVERED,SOUTH
453,120,2026-02-22 21:31:24,PLACED,EAST
454,211,29-01-2025,SHIPPED,EAST
455,460,2025-06-26 16:55:03,SHIPPED,NORTH
456,512,2025-11-17 21:27:29,RETURNED,SOUTH
457,,2025-01-10 04:26:40,SHIPPED,EAST
458,297,2026-01-27 14:16:18,RETURNED,SOUTH
459,453,2025-04-18 05:30:25,DELIVERED,NORTH
460,565,21-11-2025,DELIVERED,SOUTH
461,95,2026-02-12 00:35:12,SHIPPED,CENTRAL
462,285,2024-11-01 21:21:46,CANCELLED,NORTH
463,404,2024-12-09 14:05:41,DELIVERED,NORTH
464,370,2025-05-27 10:24:27,DELIVERED,WEST
465,292,2025-03-17 07:13:44,DELIVERED,CENTRAL
466,455,2026-02-05 04:57:30,DELIVERED,SOUTH
467,435,2026-02-09 19:00:33,CANCELLED,CENTRAL
468,213,2025-09-02 03:42:17,DELIVERED,EAST
469,605,2025-05-13 14:17:25,DELIVERED,EAST
470,570,2026-01-06 14:10:57,RETURNED,SOUTH
471,391,2025-07-21 20:04:55,CANCELLED,EAST
472,312,2024-11-23 04:30:08,SHIPPED,NORTH
473,308,2026-05-06 21:05:48,DELIVERED,EAST
474,504,2024-08-17 19:46:56,PLACED,EAST
475,69,2026-06-17 11:25:31,DELIVERED,WEST
476,488,2025-07-03 00:18:46,DELIVERED,CENTRAL
477,,2025-12-17 18:49:33,PLACED,WEST
478,139,12-07-2026,DELIVERED,EAST
479,,2025-12-20 23:39:53,PLACED,SOUTH
480,188,2024-09-08 02:54:23,SHIPPED,EAST
481,309,2026-06-10 12:41:38,DELIVERED,CENTRAL
482,148,2026-09-12 15:19:31,DELIVERED,WEST
483,167,2025-11-17 18:49:10,SHIPPED,SOUTH
484,573,2026-07-08 15:09:29,DELIVERED,CENTRAL
485,117,2025-06-20 13:40:04,PLACED,SOUTH
486,492,2026-06-10 18:28:38,PLACED,WEST
487,536,2026-04-28 04:05:05,DELIVERED,NORTH
488,122,2025-04-10 20:17:35,PLACED,SOUTH
489,215,20-02-2025,DELIVERED,NORTH
490,496,19-10-2024,PLACED,CENTRAL
491,481,2025-11-30 03:26:15,PLACED,NORTH
492,127,2025-05-21 21:19:31,RETURNED,SOUTH
493,30,2026-02-24 22:19:03,RETURNED,CENTRAL
494,165,2026-02-07 08:30:27,DELIVERED,CENTRAL
495,102,2026-01-27 13:26:10,DELIVERED,SOUTH
