order_item_id,order_id,product_id,quantity,unit_price,discount_percent
180,1332,46,7,1399.57,47.52
181,1466,49,6,1143.36,9.83
182,1349,381,6,1839.31,10.44
183,823,382,5,373.34,53.37
184,1384,418,5,2212.51,21.52
185,956,462,3,2224.9,55.1
186,1281,149,3,2128.49,58.63
187,422,406,2,2476.31,31.17
188,1179,5,3,1850.58,47.26
189,1002,120,6,1373.38,39.41
190,805,225,2,568.41,9.34
191,8184,193,2,1240.53,41.7
192,628,248,4,1357.21,48.87
193,49,17,3,2070.0,4.02
194,927,122,7,31.37,20.59
195,768,214,8,1589.87,40.75
196,65,512,8,2153.63,32.34
197,201,433,6,2373.06,59.68
198,779,40,2,1189.81,4.98
199,1484,97,4,1511.0,19.37
200,1132,463,1,1711.14,40.51
201,58,519,8,690.48,48.08
202,1098,50,8,438.93,51.21
203,82,298,3,2421.57,28.93
204,511,6,3,1932.29,10.96
205,697,506,2,258.34,44.42
206,1240,25,7,56.24,41.63
207,1301,109,7,1395.42,3.91
208,539,367,4,2267.01,7.26
209,332,89,8,1651.36,33.44
210,979,69,7,294.05,12.15
211,616,137,6,154.68,6.77
212,1364,273,0,2201.56,55.24
213,984,219,8,539.24,33.18
214,1285,73,3,2153.66,30.8
215,149,169,6,2344.33,24.38
216,885,44,1,485.55,22.42
217,922,231,7,1616.87,9.44
218,1227,534,7,1501.56,33.7
219,1443,150,5,986.2,48.41
220,700,311,5,2139.17,29.27
221,1410,141,8,2438.19,36.98
222,129,258,5,1488.11,55.61
223,664,246,5,483.66,40.57
224,571,271,4,1921.94,8.36
225,1410,303,6,515.14,31.21
226,241,299,6,461.78,29.82
227,504,402,8,1345.83,36.36
228,518,128,7,13.15,56.05
229,1014,466,5,1280.24,15.94
230,876,502,7,786.29,7.37
231,112,43,5,322.92,44.58
232,867,210,1,29.59,37.46
233,568,292,5,2319.99,14.18
234,48,325,7,511.84,57.27
235,187,277,4,2114.23,27.57
236,340,178,1,600.73,34.78
237,1229,396,2,1024.29,9.02
238,788,390,-3,516.8,26.2
239,1074,351,7,2096.36,22.38
240,1441,80,7,425.11,13.08
241,724,415,4,951.71,57.64
242,1406,250,1,975.23,22.86
243,1006,447,2,1096.22,16.15
244,533,491,4,2115.53,21.87
245,469,93,1,629.73,15.31
246,306,301,3,576.58,31.23
247,475,95,3,724.17,25.4
248,344,242,-2,1508.57,46.37
249,552,184,6,1809.41,55.93
250,504,9,5,1285.55,30.27
251,117,404,3,2117.11,36.54
252,753,286,2,1785.01,36.36
253,87,69,5,1154.63,40.65
254,809,414,6,1967.03,50.26
255,830,258,8,319.97,4.41
256,753,306,7,942.98,18.87
257,407,17,3,1127.6,45.53
258,287,310,4,2259.64,23.95
259,1460,477,3,1042.42,56.86
260,1311,104,8,2273.93,52.33
261,160,302,8,106.11,50.83
262,139,361,3,32.59,44.66
263,1151,277,6,65.23,47.91
264,943,356,1,2004.05,53.01
265,999,444,2,2496.62,49.48
266,677,451,3,359.82,5.59
267,787,283,5,35.23,25.1
268,397,428,7,1369.9,54.96
269,2,68,8,1968.6,54.91
270,340,506,6,1543.91,51.04
271,529,339,3,1671.04,35.39
272,8091,286,4,569.37,29.0
273,673,522,7,132.96,48.1
274,528,110,4,2202.46,54.31
275,202,518,7,1418.6,14.55
276,1277,493,6,2315.68,24.36
277,886,158,6,2344.3,14.14
278,1008,406,4,719.74,9.89
279,327,335,2,209.83,0.51
280,1107,439,3,2479.63,109.7
281,274,299,6,1666.82,9.91
282,635,339,2,2470.52,49.29
283,394,175,8,273.31,36.93
284,1078,74,2,1158.53,9.44
285,1434,528,5,84.92,39.9
286,1424,485,5,737.66,24.07
287,482,317,8,376.06,4.77
288,1204,121,3,377.57,46.22
289,1409,328,7,1027.65,40.1
290,1376,310,8,1642.17,23.45
291,707,68,5,976.95,27.81
292,815,332,7,1647.72,45.09
293,1434,189,-2,2385.95,29.21
294,686,152,8,2392.87,43.25
295,856,40,6,2001.52,0.16
296,989,514,5,1329.52,59.62
297,1255,202,1,1140.11,32.83
298,1104,468,7,1475.35,3.77
299,855,475,4,2308.11,13.37
300,543,308,4,1672.74,23.69
301,9,544,8,601.26,103.34
302,156,281,7,45.78,43.97
303,1311,314,8,2472.23,39.68
304,589,119,7,1404.08,32.7
305,411,15,4,2366.71,7.79
306,1498,265,5,1041.86,12.25
307,336,371,5,2494.72,38.34
308,157,160,1,2384.2,46.22
309,554,184,2,1253.66,32.08
310,1047,126,2,893.87,10.58
311,388,257,2,2480.35,20.53
312,1070,548,6,79.32,47.56
313,886,107,7,534.84,38.25
314,1201,69,8,1395.86,19.33
315,756,204,4,14.29,59.26
316,763,347,6,2155.71,50.58
317,1218,534,3,1186.21,33.1
318,698,123,6,618.86,25.54
319,80,110,3,1741.29,59.96
320,575,349,6,192.4,17.99
321,47,27,2,2174.41,36.17
322,206,372,6,799.19,34.58
323,1193,81,2,2029.88,34.64
324,1415,305,2,2238.84,2.44
325,861,96,1,346.54,56.68
326,9,110,6,1017.94,9.53
327,1150,254,2,1578.94,13.11
328,1451,130,4,2474.17,31.38
329,560,193,7,531.46,11.55
330,1081,300,7,2277.31,14.94
331,256,431,1,2444.65,11.47
332,519,132,2,2418.1,42.66
333,473,256,7,336.74,57.56
334,1177,3,1,1036.32,26.82
335,302,127,7,949.92,16.5
336,1359,207,7,886.18,51.49
337,1357,249,7,127.09,123.72
338,126,62,4,1036.44,8.44
339,573,182,2,1468.28,38.66
340,921,206,8,2408.95,28.82
341,898,137,-2,1614.82,59.19
342,1130,522,5,1804.5,41.39
343,557,529,1,162.1,6.43
344,580,259,3,1570.66,0.2
345,41,336,7,1422.04,110.48
346,223,314,5,1467.55,40.19
347,1233,366,4,2226.19,51.47
348,731,483,8,572.81,0.99
349,157,106,7,2167.05,24.74
350,149,106,8,1797.49,12.87
351,760,100,7,305.09,35.32
352,922,215,2,238.31,35.9
353,1289,247,3,1644.96,0.38
354,1003,222,2,226.33,55.49
355,569,1,6,1884.55,9.86
356,200,22,3,589.38,10.76
357,429,203,8,567.93,7.07
358,1483,210,5,2087.69,41.28
359,326,486,1,1334.91,53.57
360,223,87,3,1040.56,41.98
361,341,273,6,2216.54,59.83
362,1092,221,8,701.54,12.85
363,42,201,8,2318.48,6.92
364,1423,130,2,1402.36,38.98
365,1460,139,4,1998.36,3.05
366,1243,76,6,1315.06,15.67
367,1125,140,8,2126.36,48.17
368,452,92,2,1058.2,4.81
369,660,472,6,79.75,46.8
370,1362,25,2,809.63,48.48
371,1200,84,2,1100.25,38.85
372,118,27,6,950.72,54.86
373,1323,297,2,1366.71,40.09
374,1106,489,2,380.69,17.34
375,1274,44,7,1170.95,2.93
376,1356,268,6,226.28,16.5
377,308,415,7,377.44,13.67
378,5134,379,3,1963.92,2.51
379,1463,41,4,604.77,36.85
380,943,364,3,318.79,48.12
381,251,402,1,657.71,57.73
382,1319,182,4,1291.58,45.83
383,1083,66,2,358.04,40.67
384,1487,175,5,1022.06,14.56
385,860,134,7,538.62,46.7
386,169,474,5,2363.9,9.4
387,766,298,7,1972.7,22.14
388,1114,192,1,1673.32,18.46
389,574,298,1,1931.23,22.1
390,1139,513,5,832.22,27.94
391,1428,64,5,1718.63,51.18
392,490,210,6,489.85,35.23
393,1452,126,3,2015.84,42.68
394,932,539,2,1363.22,11.92
395,1216,94,4,341.09,59.97
396,81,417,2,2295.74,30.29
397,671,399,7,1948.39,31.47
398,18,11,1,2493.17,6.4
399,850,115,1,614.74,28.34
400,1440,510,2,2401.12,55.0
401,1272,219,6,339.15,18.67
402,146,127,5,276.6,13.88
403,1086,489,3,1892.52,10.24
404,1481,162,3,188.39,20.11
405,857,79,5,329.48,56.44
406,88,376,6,597.93,25.72
407,95,532,3,1069.16,56.33
408,396,57,7,997.59,49.09
409,56,396,6,2351.07,57.17
410,448,261,7,1275.14,34.32
411,6476,497,3,1554.84,49.88
412,595,42,1,1985.56,46.81
413,702,306,3,1021.61,38.71
414,1259,128,8,1729.31,49.34
415,1040,378,2,2009.2,10.91
416,33,464,3,1010.12,34.37
417,1282,431,7,2174.6,49.82
418,1315,468,3,1340.49,23.05
419,1165,255,5,58.08,18.58
420,1268,200,2,466.46,49.16
421,603,145,1,1022.51,59.4
422,969,159,7,2430.99,26.52
423,443,317,4,1302.38,40.21
424,1234,371,3,1644.86,1.05
425,584,4,2,2454.09,33.98
426,890,350,-2,1018.55,32.67
427,301,445,7,1434.42,37.82
428,444,16,2,1681.67,8.74
429,390,542,2,633.57,16.02
430,1109,153,5,2125.16,53.94
431,61,169,1,1670.95,36.02
432,798,65,7,1262.23,40.1
433,1254,343,1,124.55,31.67
434,1254,286,2,2145.3,27.19
435,363,535,8,1606.97,3.02
436,755,226,8,1104.42,23.44
437,120,460,7,1680.13,20.67
438,1138,95,8,2307.46,58.92
439,1158,69,7,2341.75,15.77
440,400,204,3,2385.71,42.9
441,351,208,2,1170.65,27.86
442,420,169,3,6.16,45.02
443,488,526,8,1241.89,20.7
444,249,195,5,771.21,43.56
445,346,331,5,1278.12,5.67
446,565,292,4,1706.71,23.9
447,1095,111,8,1669.85,11.2
448,29,166,3,260.33,31.17
449,860,176,8,1962.06,26.28
450,873,238,2,2120.95,40.89
451,653,419,-2,1433.2,44.33
452,1010,439,2,1136.67,24.16
453,1017,242,3,2150.95,45.87
454,771,148,3,563.65,40.43
455,177,403,1,1944.33,26.84
456,215,272,2,1309.48,10.45
457,1169,143,8,1888.63,33.45
458,1095,275,5,1959.46,57.19
459,260,39,4,1657.47,58.5
460,1226,257,3,748.85,50.77
461,7494,525,2,712.5,32.74
462,938,37,6,2309.51,32.64
463,917,400,3,70.41,16.49
464,160,66,8,1239.77,23.07
465,308,447,3,2093.43,30.97
466,402,506,6,1705.5,132.53
467,1398,244,1,1660.61,45.33
468,800,391,8,1425.14,7.49
469,573,181,6,674.46,31.42
470,944,404,5,468.29,57.1
471,1400,546,7,2076.62,56.44
472,1119,106,2,1712.75,11.2
473,692,495,7,423.36,24.22
474,1207,227,6,260.04,56.37
475,218,401,8,1299.74,56.97
476,1145,333,-3,1891.19,17.24
477,536,230,-3,1572.18,40.53
478,1050,77,8,1499.51,11.95
479,1444,342,1,219.6,23.67
480,181,334,6,509.73,10.41
481,1269,220,2,599.18,51.09
482,94,17,3,1744.33,6.55
483,179,37,7,1541.22,7.32
484,1212,537,3,1895.62,21.66
485,482,527,6,1008.47,56.11
486,1142,439,7,1981.78,26.53
487,612,172,6,2457.97,16.78
488,1295,348,6,1992.52,42.76
489,1257,295,2,2419.25,25.69
490,681,27,1,111.97,22.35
491,471,238,2,1999.28,4.15
492,12,332,4,1585.38,44.29
493,1397,103,7,967.63,43.0
494,296,512,4,1060.57,47.33
495,1474,300,1,328.69,59.09
496,1442,172,2,1316.94,10.37
497,1113,109,2,320.11,52.72
498,1322,8,1,946.01,5.39
499,502,426,8,865.79,46.02
500,828,532,3,1968.37,28.8
501,658,267,5,1212.16,51.76
502,67,334,8,959.12,14.47
503,210,402,8,2401.07,10.53
504,937,221,4,2314.86,58.0
505,60,334,4,1853.78,57.32
506,875,335,5,594.5,14.19
507,342,333,4,1974.43,32.41
508,656,316,8,1844.1,13.13
509,806,297,6,656.29,48.65
510,1021,120,8,11.71,26.41
511,332,57,8,1900.57,43.13
512,439,503,3,1451.05,54.9
513,498,134,2,341.12,43.75
514,1488,56,1,666.95,36.39
515,1405,477,8,876.54,44.4
516,1444,382,4,1595.38,3.65
517,83,207,-3,594.54,4.92
518,1173,329,3,2385.47,34.23
519,192,24,3,1949.16,35.21
520,714,25,5,1636.12,11.57
521,1254,202,8,211.21,29.99
522,1247,118,3,1830.73,9.44
523,1407,472,3,138.49,44.76
524,183,119,3,2283.65,37.05
525,66,458,8,2331.34,37.38
526,1495,220,7,953.81,0.8
527,367,467,5,1942.74,45.86
528,578,181,7,1565.24,20.23
529,18,335,5,942.06,49.39
530,397,376,7,2099.92,44.53
531,1342,2,6,324.87,29.79
532,35,100,3,692.28,21.54
533,669,376,3,533.97,56.49
534,320,27,1,1059.04,9.72
535,473,507,1,1110.57,5.12
536,873,23,5,1329.96,6.42
537,655,268,1,558.48,17.13
538,512,61,7,2391.69,46.1
539,925,378,2,930.37,46.7
540,713,381,4,631.95,8.21
541,515,473,1,1924.05,30.85
542,80,213,-4,1386.84,23.92
543,185,501,1,1294.55,40.21
544,918,110,2,2435.63,27.81
545,401,521,4,139.44,19.93
546,98,295,5,1232.62,24.04
547,234,202,-5,1090.56,51.56
548,1386,364,5,1242.95,33.68
549,684,204,4,1519.37,48.59
550,901,261,7,2058.87,35.11
551,1075,247,8,52.36,15.96
552,850,436,1,1888.96,3.03
553,1206,498,5,98.19,15.76
554,484,70,5,1437.55,40.06
555,1450,68,5,1528.34,48.47
556,610,509,8,1599.01,11.92
557,1209,450,7,1509.45,6.12
558,783,102,1,1215.13,14.89
559,357,331,5,1459.25,59.74
560,914,16,5,417.03,59.28
561,1353,143,-4,132.2,54.24
562,352,109,3,1653.59,37.85
563,1353,266,2,591.85,45.06
564,1171,526,8,2252.58,5.01
565,911,23,5,2319.87,48.92
566,145,409,3,405.99,56.81
567,730,535,8,2431.44,55.95
568,1105,177,1,1049.88,40.0
569,369,194,7,233.3,5.04
570,324,524,5,1979.7,25.41
571,1034,155,8,1663.14,2.59
572,727,235,2,1976.34,21.28
573,91,507,3,1221.33,48.51
574,1133,230,2,1948.68,47.87
575,1349,408,7,1756.52,36.59
576,786,255,7,68.92,18.74
577,133,455,-5,848.35,9.59
578,729,249,3,5.86,57.61
579,455,273,4,1537.13,8.25
580,530,405,8,1506.85,1.32
581,130,92,2,1468.31,43.49
582,733,168,7,274.36,43.18
583,1,350,5,806.44,24.04
584,1435,23,5,1877.44,15.73
585,1263,100,4,1744.05,47.26
586,853,412,8,2241.96,3.92
587,1057,130,1,1369.03,43.77
588,821,473,5,203.65,31.02
589,215,232,7,1568.34,32.75
590,1263,255,8,782.48,34.03
591,1411,93,6,2009.93,7.45
592,3604,185,8,2486.74,55.72
593,1423,46,2,1059.09,13.62
594,1221,405,7,2439.78,6.0
595,1187,267,7,1216.34,35.65
596,1334,309,5,451.42,22.58
597,769,281,7,1081.19,19.61
598,893,269,5,790.3,29.4
599,908,349,8,1957.38,19.14
600,453,197,1,1065.75,46.93
601,529,415,3,1927.21,17.35
602,223,407,6,576.11,41.69
603,1383,436,3,384.63,45.72
604,926,439,8,779.99,18.96
605,138,400,-1,446.31,5.99
606,763,516,7,2483.47,54.27
607,1100,16,7,1205.59,33.53
608,402,82,6,1113.0,0.82
609,560,457,5,2132.59,25.5
610,302,114,5,575.87,28.72
611,467,441,7,2166.66,27.67
612,718,173,3,777.86,33.45
613,477,516,5,122.64,25.75
614,626,377,3,2175.33,4.6
615,287,199,8,717.24,45.92
616,1498,504,2,1129.62,23.89
617,423,249,3,1225.77,52.06
618,1137,389,8,887.31,32.57
619,138,397,5,825.73,1.99
620,1247,236,3,670.58,19.86
621,471,313,-1,1289.18,23.78
622,972,518,7,866.62,15.25
623,1373,369,4,2049.53,41.31
624,974,223,2,43.85,45.34
625,1487,329,3,1343.89,30.75
626,524,396,7,2470.49,46.58
627,1415,63,8,1449.04,28.76
628,562,461,4,95.89,43.73
629,1226,391,3,2261.87,38.92
630,1214,461,2,381.61,38.76
631,1126,512,3,2359.54,59.0
632,1059,528,4,423.62,48.97
633,31,190,1,162.26,27.68
634,778,118,8,1788.59,32.86
635,606,194,5,158.97,53.86
636,593,327,2,1476.13,47.17
637,566,432,3,491.49,51.98
638,1206,324,1,14.11,59.68
639,937,414,0,2044.34,19.77
640,1205,389,1,2257.83,25.97
641,1369,400,1,2262.94,22.26
642,178,93,4,2467.02,122.9
643,664,103,5,1932.2,31.37
644,31,377,7,1052.13,33.24
645,774,548,7,402.47,47.09
646,1082,240,2,1183.83,39.62
647,994,75,7,455.62,4.65
648,6223,387,-5,595.69,5.22
649,884,368,3,953.45,4.72
650,12,378,8,906.21,58.29
651,242,472,2,1679.06,17.81
652,1234,190,3,704.43,35.53
653,283,447,8,839.0,26.96
654,1449,271,3,267.56,40.86
655,764,498,7,1949.86,50.7
656,290,130,1,1777.22,44.06
657,130,409,6,1027.97,27.56
658,433,140,3,1260.23,36.66
659,1477,287,-1,1216.26,54.74
660,1059,188,8,604.72,25.18
661,798,383,-1,152.0,33.75
662,1430,61,1,1527.99,53.15
663,224,89,1,1860.95,49.02
664,903,55,1,86.91,25.81
665,643,16,-4,644.78,59.28
666,178,517,6,1749.32,38.75
667,1163,535,4,2163.69,7.89
668,527,286,7,2091.65,37.46
669,1477,528,4,2012.91,4.96
670,1486,73,3,882.73,36.65
671,455,188,4,2427.2,43.7
672,897,263,4,846.8,25.24
673,124,416,7,102.1,11.63
674,1123,225,5,2327.72,32.83
675,363,326,5,1017.7,2.85
676,685,55,5,1763.2,26.94
677,688,361,3,518.95,49.48
678,1217,35,6,272.31,41.99
679,1497,29,4,253.83,6.01
680,1040,398,1,360.1,42.25
681,912,399,3,1586.45,37.26
682,479,323,2,1708.06,53.58
683,1366,139,6,2180.45,9.47
684,856,52,4,2157.75,54.39
685,711,266,6,84.82,57.35
686,1009,103,3,1161.92,55.85
687,1451,375,2,125.12,17.27
688,1388,222,1,512.14,7.11
689,569,357,4,1073.88,41.92
690,583,66,2,2388.75,20.21
691,1261,179,4,2273.71,20.43
692,94,371,7,2409.57,34.66
693,1320,20,1,188.85,26.35
694,539,46,8,1254.88,7.52
695,447,199,6,2155.41,23.56
696,6255,387,6,823.59,37.97
697,23,75,6,641.48,11.02
698,217,471,1,1571.2,34.36
699,307,225,2,179.01,1.92
700,82,432,4,19.02,32.46
701,848,523,2,225.52,13.2
702,279,7,8,838.54,33.75
703,1113,462,3,223.88,35.62
704,868,320,4,1050.61,10.75
705,18,145,3,198.96,27.8
706,51,130,-4,290.76,50.51
707,463,7,3,251.94,43.53
708,351,70,2,1308.02,43.37
709,1406,375,2,1260.32,22.29
710,1127,84,8,1727.22,42.24
711,193,391,1,1877.28,55.03
712,981,548,4,172.59,36.52
713,317,521,3,2010.25,57.69
714,637,55,3,424.46,9.75
715,111,182,3,1565.05,13.72
716,1357,160,5,1220.75,12.69
717,270,538,6,1445.3,42.07
718,1379,130,3,95.11,3.04
719,1464,153,8,1247.58,7.63
720,212,250,3,1260.83,53.18
721,834,260,0,2460.98,42.91
722,1219,237,8,892.87,5.76
723,1101,230,1,1631.14,5.38
724,1399,76,1,2152.2,44.94
725,1088,224,5,623.61,32.47
726,566,69,3,1420.89,12.18
727,243,430,6,1017.63,58.13
728,856,403,1,961.0,55.79
729,173,525,1,761.48,45.78
730,522,308,7,981.83,18.37
731,387,231,5,1619.82,27.22
732,266,173,2,225.71,15.34
733,842,141,6,670.05,40.75
734,1052,41,2,1851.06,8.85
735,492,319,7,662.86,20.33
736,491,138,5,2368.35,11.2
737,749,59,4,655.55,48.91
738,1413,247,6,2121.61,24.34
739,766,274,7,2290.76,16.11
740,678,465,5,1805.76,54.97
741,688,205,6,1412.97,16.25
742,792,515,7,525.51,4.74
743,703,293,1,1433.85,56.21
744,628,521,7,1491.88,56.4
745,1180,391,3,286.54,0.81
746,566,140,2,667.91,55.99
747,586,54,4,623.29,56.46
748,239,309,4,1797.39,33.99
749,451,469,1,79.82,43.85
750,1016,544,3,2330.14,43.79
751,915,95,6,395.26,58.17
752,573,181,8,653.11,39.03
753,1391,511,3,2174.89,40.6
754,1417,542,3,560.3,27.18
755,1183,441,4,491.47,114.65
756,127,48,6,2039.15,55.95
757,129,26,1,95.73,29.03
758,1398,183,3,802.87,56.72
759,246,436,-3,570.64,47.51
760,446,408,2,1238.47,2.1
761,250,203,3,1297.65,54.39
762,55,191,8,1961.31,43.15
763,1261,361,4,2274.31,9.05
764,1420,454,3,8.55,28.42
765,1421,228,4,1060.95,21.0
766,72,481,8,118.68,36.43
767,248,518,4,955.93,29.48
768,320,406,4,2232.91,33.61
769,375,92,7,2307.99,32.05
770,529,413,5,331.91,58.19
771,444,157,1,1588.68,17.52
772,316,355,3,1794.8,41.12
773,378,183,1,945.68,37.08
774,692,217,7,609.4,47.42
775,981,251,1,682.53,29.51
776,215,242,-3,576.64,18.29
777,250,332,2,553.28,24.08
778,118,521,4,1429.42,39.41
779,791,65,8,117.36,34.12
780,357,69,5,184.69,55.1
781,701,338,2,1442.7,59.09
782,1211,329,3,155.19,48.67
783,38,260,1,182.45,29.77
784,279,92,4,1431.08,25.8
785,1271,414,8,1017.93,31.39
786,442,76,8,582.15,59.11
787,380,136,1,1153.65,34.61
788,1087,548,7,884.28,56.16
789,1293,317,7,825.4,57.23
790,1377,343,1,400.56,21.12
791,49,358,5,1409.79,55.3
792,983,8,0,1055.06,23.74
793,634,446,8,1484.75,53.09
794,183,430,6,1069.44,15.42
795,678,34,-2,885.74,28.22
796,78,396,3,2407.4,6.59
797,1301,367,4,806.14,22.26
798,955,9,3,1324.9,40.47
799,874,307,6,1537.13,37.25
800,1147,344,5,1037.8,17.91
801,677,269,5,1864.6,15.44
802,150,313,4,1883.69,42.34
803,530,283,5,2193.3,31.55
804,1385,176,6,1253.76,43.38
805,1482,224,5,253.9,58.04
806,1170,457,2,2151.75,28.74
807,618,532,7,929.51,35.14
808,258,39,5,1418.88,22.89
809,132,152,1,2058.29,44.24
810,729,110,8,836.63,21.37
811,1448,402,8,2409.79,25.81
812,162,224,6,1383.61,41.75
813,813,398,6,124.9,53.41
814,391,418,3,88.55,18.6
815,600,188,2,51.7,27.05
816,1187,426,7,1954.67,1.68
817,1131,322,5,956.67,3.01
818,1340,92,8,2223.73,15.81
819,77,310,3,574.81,50.08
820,97,168,5,1058.2,26.91
