order_item_id,order_id,product_id,quantity,unit_price,discount_percent,is_return,discount_valid
54,131,543,4,625.75,45.53,False,True
55,368,186,-4,1823.02,5.65,True,True
56,827,397,8,350.58,5.75,False,True
57,728,182,8,231.38,12.04,False,True
58,720,84,5,55.9,58.92,False,True
60,628,29,6,2149.1,11.31,False,True
61,1272,511,6,246.93,9.28,False,True
63,1275,40,2,2018.98,17.49,False,True
64,715,185,2,1246.64,59.84,False,True
65,691,466,7,1961.24,40.12,False,True
66,135,347,8,474.91,21.5,False,True
67,984,102,6,2280.11,42.13,False,True
68,1069,404,5,804.19,11.88,False,True
69,1283,437,8,64.47,33.68,False,True
70,1249,399,5,1928.25,31.65,False,True
71,86,193,3,1604.13,32.06,False,True
72,97,311,1,2060.25,26.03,False,True
73,1042,537,1,2277.1,57.0,False,True
74,454,328,4,1430.01,2.71,False,True
75,782,211,5,16.82,48.82,False,True
76,678,182,6,2294.37,9.36,False,True
77,1227,253,7,1702.59,54.13,False,True
79,773,285,8,637.3,41.55,False,True
80,86,460,2,1595.8,54.13,False,True
81,1001,69,5,2388.52,41.7,False,True
82,584,550,5,275.69,49.37,False,True
83,414,89,3,1297.97,28.73,False,True
84,229,235,2,1907.54,14.51,False,True
85,1261,380,1,1658.88,58.47,False,True
86,431,326,3,856.66,55.31,False,True
87,718,474,7,953.19,30.34,False,True
88,462,189,8,68.15,50.61,False,True
89,1233,542,6,146.5,24.6,False,True
90,1095,18,6,929.08,6.23,False,True
91,479,7,7,1922.9,13.47,False,True
92,1287,37,8,2343.34,16.95,False,True
93,1262,397,8,1533.46,59.28,False,True
94,932,491,6,563.48,43.86,False,True
95,796,264,1,1082.18,2.55,False,True
96,841,233,6,524.21,53.02,False,True
97,944,464,6,847.81,7.99,False,True
98,1086,211,4,2370.27,47.05,False,True
100,964,112,7,131.96,33.1,False,True
101,321,394,8,64.47,34.04,False,True
102,353,280,3,1604.89,48.05,False,True
103,309,422,3,1907.74,36.62,False,True
104,1255,544,2,1968.47,0.52,False,True
105,109,340,6,511.5,12.78,False,True
107,208,164,7,300.51,24.58,False,True
108,1151,481,4,2440.43,8.8,False,True
109,912,100,7,1184.67,46.03,False,True
110,1201,372,3,1121.1,29.51,False,True
111,1376,353,6,176.88,18.01,False,True
112,807,154,4,2404.13,42.68,False,True
113,171,364,1,1556.55,59.5,False,True
114,748,259,1,1226.57,3.12,False,True
115,490,314,6,105.94,45.59,False,True
116,939,83,1,1837.93,22.84,False,True
118,870,417,6,1799.2,29.33,False,True
119,547,86,2,2014.66,51.69,False,True
120,233,24,2,611.19,3.9,False,True
121,1172,243,1,1809.15,20.47,False,True
122,1265,73,8,1579.35,39.9,False,True
123,1255,125,2,468.01,5.5,False,True
124,887,239,7,804.41,28.56,False,True
126,907,190,4,661.84,34.53,False,True
127,388,127,3,2122.3,13.66,False,True
128,809,304,5,549.55,20.69,False,True
129,494,544,-3,707.22,3.7,True,True
130,1012,353,7,204.48,42.97,False,True
131,25,91,6,1746.7,57.56,False,True
132,1166,269,6,1856.77,29.98,False,True
133,1002,321,4,1470.14,21.17,False,True
134,953,473,7,1161.74,27.13,False,True
135,291,395,3,1971.72,52.22,False,True
136,306,410,3,381.84,13.02,False,True
137,34,401,4,59.09,18.21,False,True
138,1126,285,8,1084.98,9.59,False,True
139,1364,62,6,1766.53,8.49,False,True
140,1063,507,1,2392.36,20.31,False,True
142,263,379,1,1120.46,12.57,False,True
143,669,240,8,1968.08,34.63,False,True
144,679,200,4,1771.72,48.8,False,True
145,511,501,6,1279.85,45.01,False,True
146,1278,330,5,171.98,11.59,False,True
147,566,147,8,620.23,19.63,False,True
148,1272,495,6,1214.32,52.99,False,True
149,410,193,2,742.57,53.09,False,True
150,1073,517,7,1753.11,17.89,False,True
151,419,148,7,201.38,54.59,False,True
152,303,458,8,1897.36,16.41,False,True
153,566,203,3,1468.27,1.02,False,True
154,108,335,6,2080.35,1.53,False,True
155,890,332,1,1610.83,45.39,False,True
156,81,524,3,1244.21,8.39,False,True
157,210,536,2,1887.88,20.29,False,True
158,846,352,1,1314.07,23.76,False,True
159,318,92,2,1908.1,13.64,False,True
160,116,25,4,1199.34,45.51,False,True
161,313,141,7,53.04,29.53,False,True
162,1372,425,1,526.05,0.43,False,True
163,1438,83,3,995.97,0.44,False,True
164,1286,289,7,403.86,36.46,False,True
165,686,201,2,1627.9,26.73,False,True
166,1335,525,2,108.94,44.57,False,True
167,422,205,5,2083.16,53.2,False,True
168,622,370,4,1419.28,15.14,False,True
169,1047,25,3,2151.59,56.81,False,True
170,796,336,3,2302.44,35.8,False,True
171,1367,255,1,2132.44,51.43,False,True
172,562,1,3,247.6,38.75,False,True
173,867,382,1,747.19,7.2,False,True
174,291,270,4,305.21,57.15,False,True
175,63,488,4,1140.84,41.7,False,True
176,560,277,-5,1201.91,9.2,True,True
177,134,408,8,1084.06,10.5,False,True
178,28,46,5,1776.2,12.16,False,True
179,548,25,4,590.87,0.12,False,True
180,1332,46,7,1399.57,47.52,False,True
181,1466,49,6,1143.36,9.83,False,True
182,1349,381,6,1839.31,10.44,False,True
183,823,382,5,373.34,53.37,False,True
184,1384,418,5,2212.51,21.52,False,True
185,956,462,3,2224.9,55.1,False,True
186,1281,149,3,2128.49,58.63,False,True
187,422,406,2,2476.31,31.17,False,True
188,1179,5,3,1850.58,47.26,False,True
189,1002,120,6,1373.38,39.41,False,True
190,805,225,2,568.41,9.34,False,True
192,628,248,4,1357.21,48.87,False,True
193,49,17,3,2070.0,4.02,False,True
194,927,122,7,31.37,20.59,False,True
195,768,214,8,1589.87,40.75,False,True
196,65,512,8,2153.63,32.34,False,True
197,201,433,6,2373.06,59.68,False,True
198,779,40,2,1189.81,4.98,False,True
199,1484,97,4,1511.0,19.37,False,True
200,1132,463,1,1711.14,40.51,False,True
202,1098,50,8,438.93,51.21,False,True
203,82,298,3,2421.57,28.93,False,True
204,511,6,3,1932.29,10.96,False,True
205,697,506,2,258.34,44.42,False,True
206,1240,25,7,56.24,41.63,False,True
207,1301,109,7,1395.42,3.91,False,True
208,539,367,4,2267.01,7.26,False,True
209,332,89,8,1651.36,33.44,False,True
210,979,69,7,294.05,12.15,False,True
211,616,137,6,154.68,6.77,False,True
213,984,219,8,539.24,33.18,False,True
214,1285,73,3,2153.66,30.8,False,True
215,149,169,6,2344.33,24.38,False,True
216,885,44,1,485.55,22.42,False,True
217,922,231,7,1616.87,9.44,False,True
218,1227,534,7,1501.56,33.7,False,True
219,1443,150,5,986.2,48.41,False,True
220,700,311,5,2139.17,29.27,False,True
221,1410,141,8,2438.19,36.98,False,True
222,129,258,5,1488.11,55.61,False,True
223,664,246,5,483.66,40.57,False,True
224,571,271,4,1921.94,8.36,False,True
225,1410,303,6,515.14,31.21,False,True
226,241,299,6,461.78,29.82,False,True
227,504,402,8,1345.83,36.36,False,True
228,518,128,7,13.15,56.05,False,True
229,1014,466,5,1280.24,15.94,False,True
230,876,502,7,786.29,7.37,False,True
231,112,43,5,322.92,44.58,False,True
233,568,292,5,2319.99,14.18,False,True
234,48,325,7,511.84,57.27,False,True
235,187,277,4,2114.23,27.57,False,True
236,340,178,1,600.73,34.78,False,True
237,1229,396,2,1024.29,9.02,False,True
238,788,390,-3,516.8,26.2,True,True
239,1074,351,7,2096.36,22.38,False,True
240,1441,80,7,425.11,13.08,False,True
241,724,415,4,951.71,57.64,False,True
242,1406,250,1,975.23,22.86,False,True
243,1006,447,2,1096.22,16.15,False,True
244,533,491,4,2115.53,21.87,False,True
245,469,93,1,629.73,15.31,False,True
246,306,301,3,576.58,31.23,False,True
247,475,95,3,724.17,25.4,False,True
248,344,242,-2,1508.57,46.37,True,True
249,552,184,6,1809.41,55.93,False,True
250,504,9,5,1285.55,30.27,False,True
251,117,404,3,2117.11,36.54,False,True
252,753,286,2,1785.01,36.36,False,True
253,87,69,5,1154.63,40.65,False,True
254,809,414,6,1967.03,50.26,False,True
255,830,258,8,319.97,4.41,False,True
256,753,306,7,942.98,18.87,False,True
257,407,17,3,1127.6,45.53,False,True
258,287,310,4,2259.64,23.95,False,True
259,1460,477,3,1042.42,56.86,False,True
260,1311,104,8,2273.93,52.33,False,True
261,160,302,8,106.11,50.83,False,True
262,139,361,3,32.59,44.66,False,True
263,1151,277,6,65.23,47.91,False,True
264,943,356,1,2004.05,53.01,False,True
265,999,444,2,2496.62,49.48,False,True
266,677,451,3,359.82,5.59,False,True
267,787,283,5,35.23,25.1,False,True
268,397,428,7,1369.9,54.96,False,True
269,2,68,8,1968.6,54.91,False,True
270,340,506,6,1543.91,51.04,False,True
271,529,339,3,1671.04,35.39,False,True
273,673,522,7,132.96,48.1,False,True
274,528,110,4,2202.46,54.31,False,True
275,202,518,7,1418.6,14.55,False,True
276,1277,493,6,2315.68,24.36,False,True
277,886,158,6,2344.3,14.14,False,True
278,1008,406,4,719.74,9.89,False,True
279,327,335,2,209.83,0.51,False,True
280,1107,439,3,2479.63,100.0,False,False
281,274,299,6,1666.82,9.91,False,True
282,635,339,2,2470.52,49.29,False,True
283,394,175,8,273.31,36.93,False,True
284,1078,74,2,1158.53,9.44,False,True
285,1434,528,5,84.92,39.9,False,True
286,1424,485,5,737.66,24.07,False,True
287,482,317,8,376.06,4.77,False,True
288,1204,121,3,377.57,46.22,False,True
289,1409,328,7,1027.65,40.1,False,True
290,1376,310,8,1642.17,23.45,False,True
291,707,68,5,976.95,27.81,False,True
292,815,332,7,1647.72,45.09,False,True
293,1434,189,-2,2385.95,29.21,True,True
294,686,152,8,2392.87,43.25,False,True
295,856,40,6,2001.52,0.16,False,True
296,989,514,5,1329.52,59.62,False,True
297,1255,202,1,1140.11,32.83,False,True
298,1104,468,7,1475.35,3.77,False,True
300,543,308,4,1672.74,23.69,False,True
301,9,544,8,601.26,100.0,False,False
302,156,281,7,45.78,43.97,False,True
303,1311,314,8,2472.23,39.68,False,True
304,589,119,7,1404.08,32.7,False,True
305,411,15,4,2366.71,7.79,False,True
306,1498,265,5,1041.86,12.25,False,True
307,336,371,5,2494.72,38.34,False,True
308,157,160,1,2384.2,46.22,False,True
309,554,184,2,1253.66,32.08,False,True
310,1047,126,2,893.87,10.58,False,True
311,388,257,2,2480.35,20.53,False,True
312,1070,548,6,79.32,47.56,False,True
313,886,107,7,534.84,38.25,False,True
314,1201,69,8,1395.86,19.33,False,True
315,756,204,4,14.29,59.26,False,True
316,763,347,6,2155.71,50.58,False,True
317,1218,534,3,1186.21,33.1,False,True
318,698,123,6,618.86,25.54,False,True
319,80,110,3,1741.29,59.96,False,True
320,575,349,6,192.4,17.99,False,True
321,47,27,2,2174.41,36.17,False,True
322,206,372,6,799.19,34.58,False,True
324,1415,305,2,2238.84,2.44,False,True
325,861,96,1,346.54,56.68,False,True
326,9,110,6,1017.94,9.53,False,True
327,1150,254,2,1578.94,13.11,False,True
328,1451,130,4,2474.17,31.38,False,True
329,560,193,7,531.46,11.55,False,True
330,1081,300,7,2277.31,14.94,False,True
331,256,431,1,2444.65,11.47,False,True
332,519,132,2,2418.1,42.66,False,True
333,473,256,7,336.74,57.56,False,True
334,1177,3,1,1036.32,26.82,False,True
335,302,127,7,949.92,16.5,False,True
336,1359,207,7,886.18,51.49,False,True
337,1357,249,7,127.09,100.0,False,False
338,126,62,4,1036.44,8.44,False,True
339,573,182,2,1468.28,38.66,False,True
340,921,206,8,2408.95,28.82,False,True
341,898,137,-2,1614.82,59.19,True,True
342,1130,522,5,1804.5,41.39,False,True
343,557,529,1,162.1,6.43,False,True
344,580,259,3,1570.66,0.2,False,True
345,41,336,7,1422.04,100.0,False,False
346,223,314,5,1467.55,40.19,False,True
347,1233,366,4,2226.19,51.47,False,True
348,731,483,8,572.81,0.99,False,True
349,157,106,7,2167.05,24.74,False,True
350,149,106,8,1797.49,12.87,False,True
351,760,100,7,305.09,35.32,False,True
352,922,215,2,238.31,35.9,False,True
353,1289,247,3,1644.96,0.38,False,True
354,1003,222,2,226.33,55.49,False,True
355,569,1,6,1884.55,9.86,False,True
356,200,22,3,589.38,10.76,False,True
357,429,203,8,567.93,7.07,False,True
359,326,486,1,1334.91,53.57,False,True
360,223,87,3,1040.56,41.98,False,True
361,341,273,6,2216.54,59.83,False,True
362,1092,221,8,701.54,12.85,False,True
363,42,201,8,2318.48,6.92,False,True
364,1423,130,2,1402.36,38.98,False,True
365,1460,139,4,1998.36,3.05,False,True
366,1243,76,6,1315.06,15.67,False,True
367,1125,140,8,2126.36,48.17,False,True
368,452,92,2,1058.2,4.81,False,True
369,660,472,6,79.75,46.8,False,True
370,1362,25,2,809.63,48.48,False,True
371,1200,84,2,1100.25,38.85,False,True
372,118,27,6,950.72,54.86,False,True
373,1323,297,2,1366.71,40.09,False,True
374,1106,489,2,380.69,17.34,False,True
375,1274,44,7,1170.95,2.93,False,True
376,1356,268,6,226.28,16.5,False,True
377,308,415,7,377.44,13.67,False,True
379,1463,41,4,604.77,36.85,False,True
380,943,364,3,318.79,48.12,False,True
381,251,402,1,657.71,57.73,False,True
382,1319,182,4,1291.58,45.83,False,True
383,1083,66,2,358.04,40.67,False,True
384,1487,175,5,1022.06,14.56,False,True
386,169,474,5,2363.9,9.4,False,True
387,766,298,7,1972.7,22.14,False,True
388,1114,192,1,1673.32,18.46,False,True
389,574,298,1,1931.23,22.1,False,True
390,1139,513,5,832.22,27.94,False,True
391,1428,64,5,1718.63,51.18,False,True
393,1452,126,3,2015.84,42.68,False,True
394,932,539,2,1363.22,11.92,False,True
395,1216,94,4,341.09,59.97,False,True
396,81,417,2,2295.74,30.29,False,True
397,671,399,7,1948.39,31.47,False,True
398,18,11,1,2493.17,6.4,False,True
399,850,115,1,614.74,28.34,False,True
400,1440,510,2,2401.12,55.0,False,True
401,1272,219,6,339.15,18.67,False,True
402,146,127,5,276.6,13.88,False,True
403,1086,489,3,1892.52,10.24,False,True
404,1481,162,3,188.39,20.11,False,True
405,857,79,5,329.48,56.44,False,True
406,88,376,6,597.93,25.72,False,True
407,95,532,3,1069.16,56.33,False,True
408,396,57,7,997.59,49.09,False,True
409,56,396,6,2351.07,57.17,False,True
410,448,261,7,1275.14,34.32,False,True
412,595,42,1,1985.56,46.81,False,True
413,702,306,3,1021.61,38.71,False,True
414,1259,128,8,1729.31,49.34,False,True
415,1040,378,2,2009.2,10.91,False,True
416,33,464,3,1010.12,34.37,False,True
417,1282,431,7,2174.6,49.82,False,True
418,1315,468,3,1340.49,23.05,False,True
419,1165,255,5,58.08,18.58,False,True
420,1268,200,2,466.46,49.16,False,True
421,603,145,1,1022.51,59.4,False,True
422,969,159,7,2430.99,26.52,False,True
423,443,317,4,1302.38,40.21,False,True
424,1234,371,3,1644.86,1.05,False,True
425,584,4,2,2454.09,33.98,False,True
426,890,350,-2,1018.55,32.67,True,True
427,301,445,7,1434.42,37.82,False,True
428,444,16,2,1681.67,8.74,False,True
429,390,542,2,633.57,16.02,False,True
430,1109,153,5,2125.16,53.94,False,True
431,61,169,1,1670.95,36.02,False,True
432,798,65,7,1262.23,40.1,False,True
434,1254,286,2,2145.3,27.19,False,True
435,363,535,8,1606.97,3.02,False,True
436,755,226,8,1104.42,23.44,False,True
437,120,460,7,1680.13,20.67,False,True
438,1138,95,8,2307.46,58.92,False,True
439,1158,69,7,2341.75,15.77,False,True
440,400,204,3,2385.71,42.9,False,True
441,351,208,2,1170.65,27.86,False,True
442,420,169,3,6.16,45.02,False,True
443,488,526,8,1241.89,20.7,False,True
444,249,195,5,771.21,43.56,False,True
445,346,331,5,1278.12,5.67,False,True
446,565,292,4,1706.71,23.9,False,True
447,1095,111,8,1669.85,11.2,False,True
448,29,166,3,260.33,31.17,False,True
449,860,176,8,1962.06,26.28,False,True
450,873,238,2,2120.95,40.89,False,True
451,653,419,-2,1433.2,44.33,True,True
452,1010,439,2,1136.67,24.16,False,True
453,1017,242,3,2150.95,45.87,False,True
454,771,148,3,563.65,40.43,False,True
455,177,403,1,1944.33,26.84,False,True
456,215,272,2,1309.48,10.45,False,True
457,1169,143,8,1888.63,33.45,False,True
458,1095,275,5,1959.46,57.19,False,True
459,260,39,4,1657.47,58.5,False,True
460,1226,257,3,748.85,50.77,False,True
462,938,37,6,2309.51,32.64,False,True
463,917,400,3,70.41,16.49,False,True
464,160,66,8,1239.77,23.07,False,True
465,308,447,3,2093.43,30.97,False,True
466,402,506,6,1705.5,100.0,False,False
467,1398,244,1,1660.61,45.33,False,True
468,800,391,8,1425.14,7.49,False,True
469,573,181,6,674.46,31.42,False,True
470,944,404,5,468.29,57.1,False,True
471,1400,546,7,2076.62,56.44,False,True
472,1119,106,2,1712.75,11.2,False,True
473,692,495,7,423.36,24.22,False,True
474,1207,227,6,260.04,56.37,False,True
475,218,401,8,1299.74,56.97,False,True
476,1145,333,-3,1891.19,17.24,True,True
477,536,230,-3,1572.18,40.53,True,True
478,1050,77,8,1499.51,11.95,False,True
479,1444,342,1,219.6,23.67,False,True
480,181,334,6,509.73,10.41,False,True
481,1269,220,2,599.18,51.09,False,True
482,94,17,3,1744.33,6.55,False,True
483,179,37,7,1541.22,7.32,False,True
484,1212,537,3,1895.62,21.66,False,True
485,482,527,6,1008.47,56.11,False,True
486,1142,439,7,1981.78,26.53,False,True
487,612,172,6,2457.97,16.78,False,True
488,1295,348,6,1992.52,42.76,False,True
489,1257,295,2,2419.25,25.69,False,True
490,681,27,1,111.97,22.35,False,True
491,471,238,2,1999.28,4.15,False,True
492,12,332,4,1585.38,44.29,False,True
493,1397,103,7,967.63,43.0,False,True
494,296,512,4,1060.57,47.33,False,True
495,1474,300,1,328.69,59.09,False,True
496,1442,172,2,1316.94,10.37,False,True
497,1113,109,2,320.11,52.72,False,True
498,1322,8,1,946.01,5.39,False,True
499,502,426,8,865.79,46.02,False,True
500,828,532,3,1968.37,28.8,False,True
501,658,267,5,1212.16,51.76,False,True
502,67,334,8,959.12,14.47,False,True
503,210,402,8,2401.07,10.53,False,True
504,937,221,4,2314.86,58.0,False,True
505,60,334,4,1853.78,57.32,False,True
506,875,335,5,594.5,14.19,False,True
507,342,333,4,1974.43,32.41,False,True
508,656,316,8,1844.1,13.13,False,True
509,806,297,6,656.29,48.65,False,True
510,1021,120,8,11.71,26.41,False,True
511,332,57,8,1900.57,43.13,False,True
512,439,503,3,1451.05,54.9,False,True
514,1488,56,1,666.95,36.39,False,True
515,1405,477,8,876.54,44.4,False,True
516,1444,382,4,1595.38,3.65,False,True
517,83,207,-3,594.54,4.92,True,True
518,1173,329,3,2385.47,34.23,False,True
519,192,24,3,1949.16,35.21,False,True
520,714,25,5,1636.12,11.57,False,True
521,1254,202,8,211.21,29.99,False,True
522,1247,118,3,1830.73,9.44,False,True
523,1407,472,3,138.49,44.76,False,True
524,183,119,3,2283.65,37.05,False,True
525,66,458,8,2331.34,37.38,False,True
526,1495,220,7,953.81,0.8,False,True
527,367,467,5,1942.74,45.86,False,True
528,578,181,7,1565.24,20.23,False,True
529,18,335,5,942.06,49.39,False,True
530,397,376,7,2099.92,44.53,False,True
531,1342,2,6,324.87,29.79,False,True
532,35,100,3,692.28,21.54,False,True
533,669,376,3,533.97,56.49,False,True
534,320,27,1,1059.04,9.72,False,True
535,473,507,1,1110.57,5.12,False,True
536,873,23,5,1329.96,6.42,False,True
537,655,268,1,558.48,17.13,False,True
538,512,61,7,2391.69,46.1,False,True
539,925,378,2,930.37,46.7,False,True
540,713,381,4,631.95,8.21,False,True
541,515,473,1,1924.05,30.85,False,True
542,80,213,-4,1386.84,23.92,True,True
543,185,501,1,1294.55,40.21,False,True
544,918,110,2,2435.63,27.81,False,True
545,401,521,4,139.44,19.93,False,True
546,98,295,5,1232.62,24.04,False,True
547,234,202,-5,1090.56,51.56,True,True
548,1386,364,5,1242.95,33.68,False,True
549,684,204,4,1519.37,48.59,False,True
550,901,261,7,2058.87,35.11,False,True
551,1075,247,8,52.36,15.96,False,True
552,850,436,1,1888.96,3.03,False,True
553,1206,498,5,98.19,15.76,False,True
554,484,70,5,1437.55,40.06,False,True
555,1450,68,5,1528.34,48.47,False,True
556,610,509,8,1599.01,11.92,False,True
557,1209,450,7,1509.45,6.12,False,True
558,783,102,1,1215.13,14.89,False,True
559,357,331,5,1459.25,59.74,False,True
560,914,16,5,417.03,59.28,False,True
561,1353,143,-4,132.2,54.24,True,True
562,352,109,3,1653.59,37.85,False,True
563,1353,266,2,591.85,45.06,False,True
564,1171,526,8,2252.58,5.01,False,True
565,911,23,5,2319.87,48.92,False,True
566,145,409,3,405.99,56.81,False,True
567,730,535,8,2431.44,55.95,False,True
568,1105,177,1,1049.88,40.0,False,True
569,369,194,7,233.3,5.04,False,True
570,324,524,5,1979.7,25.41,False,True
571,1034,155,8,1663.14,2.59,False,True
572,727,235,2,1976.34,21.28,False,True
573,91,507,3,1221.33,48.51,False,True
574,1133,230,2,1948.68,47.87,False,True
575,1349,408,7,1756.52,36.59,False,True
576,786,255,7,68.92,18.74,False,True
577,133,455,-5,848.35,9.59,True,True
578,729,249,3,5.86,57.61,False,True
579,455,273,4,1537.13,8.25,False,True
580,530,405,8,1506.85,1.32,False,True
581,130,92,2,1468.31,43.49,False,True
582,733,168,7,274.36,43.18,False,True
583,1,350,5,806.44,24.04,False,True
584,1435,23,5,1877.44,15.73,False,True
585,1263,100,4,1744.05,47.26,False,True
586,853,412,8,2241.96,3.92,False,True
587,1057,130,1,1369.03,43.77,False,True
588,821,473,5,203.65,31.02,False,True
589,215,232,7,1568.34,32.75,False,True
590,1263,255,8,782.48,34.03,False,True
591,1411,93,6,2009.93,7.45,False,True
593,1423,46,2,1059.09,13.62,False,True
594,1221,405,7,2439.78,6.0,False,True
595,1187,267,7,1216.34,35.65,False,True
596,1334,309,5,451.42,22.58,False,True
597,769,281,7,1081.19,19.61,False,True
598,893,269,5,790.3,29.4,False,True
599,908,349,8,1957.38,19.14,False,True
600,453,197,1,1065.75,46.93,False,True
601,529,415,3,1927.21,17.35,False,True
602,223,407,6,576.11,41.69,False,True
603,1383,436,3,384.63,45.72,False,True
604,926,439,8,779.99,18.96,False,True
605,138,400,-1,446.31,5.99,True,True
606,763,516,7,2483.47,54.27,False,True
607,1100,16,7,1205.59,33.53,False,True
608,402,82,6,1113.0,0.82,False,True
609,560,457,5,2132.59,25.5,False,True
610,302,114,5,575.87,28.72,False,True
611,467,441,7,2166.66,27.67,False,True
612,718,173,3,777.86,33.45,False,True
613,477,516,5,122.64,25.75,False,True
614,626,377,3,2175.33,4.6,False,True
615,287,199,8,717.24,45.92,False,True
616,1498,504,2,1129.62,23.89,False,True
617,423,249,3,1225.77,52.06,False,True
618,1137,389,8,887.31,32.57,False,True
619,138,397,5,825.73,1.99,False,True
620,1247,236,3,670.58,19.86,False,True
621,471,313,-1,1289.18,23.78,True,True
622,972,518,7,866.62,15.25,False,True
623,1373,369,4,2049.53,41.31,False,True
624,974,223,2,43.85,45.34,False,True
625,1487,329,3,1343.89,30.75,False,True
626,524,396,7,2470.49,46.58,False,True
627,1415,63,8,1449.04,28.76,False,True
628,562,461,4,95.89,43.73,False,True
629,1226,391,3,2261.87,38.92,False,True
630,1214,461,2,381.61,38.76,False,True
631,1126,512,3,2359.54,59.0,False,True
632,1059,528,4,423.62,48.97,False,True
633,31,190,1,162.26,27.68,False,True
634,778,118,8,1788.59,32.86,False,True
635,606,194,5,158.97,53.86,False,True
636,593,327,2,1476.13,47.17,False,True
637,566,432,3,491.49,51.98,False,True
638,1206,324,1,14.11,59.68,False,True
640,1205,389,1,2257.83,25.97,False,True
641,1369,400,1,2262.94,22.26,False,True
642,178,93,4,2467.02,100.0,False,False
643,664,103,5,1932.2,31.37,False,True
644,31,377,7,1052.13,33.24,False,True
645,774,548,7,402.47,47.09,False,True
646,1082,240,2,1183.83,39.62,False,True
647,994,75,7,455.62,4.65,False,True
649,884,368,3,953.45,4.72,False,True
650,12,378,8,906.21,58.29,False,True
651,242,472,2,1679.06,17.81,False,True
652,1234,190,3,704.43,35.53,False,True
653,283,447,8,839.0,26.96,False,True
654,1449,271,3,267.56,40.86,False,True
655,764,498,7,1949.86,50.7,False,True
656,290,130,1,1777.22,44.06,False,True
657,130,409,6,1027.97,27.56,False,True
658,433,140,3,1260.23,36.66,False,True
659,1477,287,-1,1216.26,54.74,True,True
660,1059,188,8,604.72,25.18,False,True
661,798,383,-1,152.0,33.75,True,True
662,1430,61,1,1527.99,53.15,False,True
663,224,89,1,1860.95,49.02,False,True
664,903,55,1,86.91,25.81,False,True
665,643,16,-4,644.78,59.28,True,True
666,178,517,6,1749.32,38.75,False,True
667,1163,535,4,2163.69,7.89,False,True
668,527,286,7,2091.65,37.46,False,True
669,1477,528,4,2012.91,4.96,False,True
670,1486,73,3,882.73,36.65,False,True
671,455,188,4,2427.2,43.7,False,True
672,897,263,4,846.8,25.24,False,True
673,124,416,7,102.1,11.63,False,True
674,1123,225,5,2327.72,32.83,False,True
675,363,326,5,1017.7,2.85,False,True
676,685,55,5,1763.2,26.94,False,True
677,688,361,3,518.95,49.48,False,True
678,1217,35,6,272.31,41.99,False,True
679,1497,29,4,253.83,6.01,False,True
680,1040,398,1,360.1,42.25,False,True
681,912,399,3,1586.45,37.26,False,True
682,479,323,2,1708.06,53.58,False,True
683,1366,139,6,2180.45,9.47,False,True
684,856,52,4,2157.75,54.39,False,True
685,711,266,6,84.82,57.35,False,True
686,1009,103,3,1161.92,55.85,False,True
687,1451,375,2,125.12,17.27,False,True
688,1388,222,1,512.14,7.11,False,True
