order_id,customer_id,order_date,status,region_code,is_future_date
111,525,2026-06-09 09:32:10,PLACED,EAST,False
112,530,2026-03-14 12:53:11,DELIVERED,NORTH,False
113,291,2025-11-23 19:04:12,DELIVERED,WEST,False
114,175,2025-07-26 21:09:13,PLACED,CENTRAL,False
115,187,2025-11-10 07:34:59,SHIPPED,EAST,False
116,605,2026-05-22 18:56:37,PLACED,NORTH,False
117,517,2025-09-05 09:39:45,DELIVERED,SOUTH,False
118,40,2025-04-10 22:47:12,DELIVERED,NORTH,False
119,134,2026-03-04 20:19:28,PLACED,WEST,False
120,380,2025-06-07 13:01:54,DELIVERED,WEST,False
121,391,2026-02-02 14:26:34,RETURNED,CENTRAL,False
122,138,2026-04-11 04:28:41,RETURNED,NORTH,False
123,557,2025-03-15 19:45:22,DELIVERED,NORTH,False
124,121,2026-01-20 17:31:43,SHIPPED,EAST,False
125,110,2025-03-27 15:02:58,SHIPPED,CENTRAL,False
126,375,2025-09-04 14:41:31,DELIVERED,SOUTH,False
127,571,2025-01-08 06:57:46,DELIVERED,EAST,False
128,592,2025-12-22 21:32:41,DELIVERED,NORTH,False
129,458,2026-03-16 04:52:29,PLACED,CENTRAL,False
130,347,2026-05-19 20:18:42,DELIVERED,NORTH,False
131,6,2025-04-24 10:52:21,DELIVERED,CENTRAL,False
132,66,2026-07-18 10:36:00,DELIVERED,WEST,False
133,411,2025-03-02 00:41:45,DELIVERED,CENTRAL,False
134,180,2024-08-31 22:19:05,SHIPPED,CENTRAL,False
135,35,2026-07-28 16:08:14,DELIVERED,CENTRAL,False
136,37,2025-11-09 19:29:33,RETURNED,NORTH,False
137,410,2026-04-16 12:27:32,DELIVERED,CENTRAL,False
138,,2025-09-30 05:58:52,DELIVERED,CENTRAL,False
139,357,2025-05-20 17:29:39,SHIPPED,SOUTH,False
140,414,2025-10-17 22:25:24,DELIVERED,NORTH,False
141,516,2026-05-02 17:26:48,CANCELLED,EAST,False
142,589,2026-02-09 03:26:50,DELIVERED,WEST,False
143,348,2026-01-06 08:11:36,DELIVERED,CENTRAL,False
144,494,2025-03-26 00:00:00,DELIVERED,SOUTH,False
145,236,2024-09-01 06:17:45,DELIVERED,CENTRAL,False
146,,2025-06-07 11:34:04,PLACED,EAST,False
147,183,2025-08-07 05:55:30,CANCELLED,EAST,False
148,195,2025-01-29 18:02:06,DELIVERED,EAST,False
149,208,2025-07-05 06:24:36,DELIVERED,NORTH,False
150,81,2026-07-04 15:29:25,DELIVERED,CENTRAL,False
151,494,2025-01-14 01:03:57,CANCELLED,CENTRAL,False
152,503,2025-03-17 23:54:16,DELIVERED,WEST,False
153,591,2024-10-30 03:23:24,DELIVERED,CENTRAL,False
154,,2026-03-05 13:03:59,DELIVERED,WEST,False
155,531,2026-02-28 07:39:11,PLACED,SOUTH,False
156,104,2026-06-07 08:17:11,SHIPPED,CENTRAL,False
157,276,2025-06-29 07:50:22,DELIVERED,WEST,False
158,430,2024-08-27 08:56:59,CANCELLED,EAST,False
159,586,2025-07-27 17:37:28,SHIPPED,NORTH,False
160,242,2025-08-09 10:31:02,SHIPPED,SOUTH,False
161,10,2024-12-26 02:30:18,RETURNED,CENTRAL,False
162,324,2026-06-14 20:33:42,DELIVERED,CENTRAL,False
163,,2026-01-26 04:36:37,SHIPPED,EAST,False
164,99,2025-08-26 15:47:57,DELIVERED,CENTRAL,False
165,264,2026-02-26 16:04:52,DELIVERED,CENTRAL,False
166,590,2024-11-21 19:59:06,RETURNED,EAST,False
167,523,2026-05-07 23:45:59,CANCELLED,WEST,False
168,475,2026-04-01 17:08:35,SHIPPED,EAST,False
169,586,2026-06-25 08:47:20,PLACED,EAST,False
170,325,2025-12-16 11:41:16,DELIVERED,WEST,False
171,456,2024-11-14 02:32:19,DELIVERED,CENTRAL,False
172,424,2026-01-20 10:37:47,PLACED,SOUTH,False
173,82,2025-07-10 17:13:54,PLACED,WEST,False
174,27,2026-01-12 11:39:16,RETURNED,NORTH,False
175,160,2025-08-25 17:18:17,DELIVERED,SOUTH,False
176,291,2024-08-12 03:51:27,DELIVERED,SOUTH,False
177,,2026-06-21 05:05:45,SHIPPED,WEST,False
178,554,2025-12-24 00:52:37,PLACED,CENTRAL,False
179,468,2025-10-17 06:34:11,DELIVERED,CENTRAL,False
180,547,2024-10-11 18:22:40,DELIVERED,NORTH,False
181,375,2025-07-16 04:50:58,PLACED,CENTRAL,False
182,140,2024-09-11 20:42:20,PLACED,WEST,False
183,489,2025-08-24 10:19:25,DELIVERED,CENTRAL,False
184,8,2025-12-03 12:48:05,CANCELLED,WEST,False
185,168,2025-03-25 10:04:07,CANCELLED,SOUTH,False
186,433,2025-10-05 01:18:25,DELIVERED,CENTRAL,False
187,279,2025-03-25 04:08:41,CANCELLED,WEST,False
188,71,2026-05-22 20:17:53,DELIVERED,CENTRAL,False
189,504,2025-03-31 00:00:00,PLACED,CENTRAL,False
190,,2024-12-27 19:25:22,PLACED,WEST,False
191,239,2025-02-27 00:00:00,SHIPPED,WEST,False
192,511,2025-03-30 06:59:10,DELIVERED,EAST,False
193,150,2025-06-27 09:13:57,PLACED,WEST,False
194,257,2024-11-03 02:24:11,PLACED,SOUTH,False
195,454,2024-11-26 05:37:28,SHIPPED,NORTH,False
196,214,2025-02-25 01:04:32,SHIPPED,EAST,False
197,44,2024-08-20 07:16:43,PLACED,WEST,False
198,204,2025-11-07 00:00:00,DELIVERED,NORTH,False
199,445,2025-08-19 16:04:12,SHIPPED,NORTH,False
200,249,2026-08-12 15:19:31,DELIVERED,CENTRAL,True
201,92,2025-01-07 01:25:14,DELIVERED,EAST,False
202,62,2025-04-22 01:24:52,DELIVERED,NORTH,False
203,239,2025-03-29 19:19:47,DELIVERED,EAST,False
204,450,2024-11-20 00:00:00,DELIVERED,SOUTH,False
205,41,2026-01-05 16:11:46,SHIPPED,WEST,False
206,192,2025-03-04 01:55:06,DELIVERED,CENTRAL,False
207,568,2025-02-03 23:57:39,DELIVERED,EAST,False
208,465,2026-09-19 15:19:31,DELIVERED,NORTH,True
209,373,2024-09-30 04:48:03,DELIVERED,CENTRAL,False
210,195,2025-10-31 03:14:08,DELIVERED,CENTRAL,False
211,420,2025-04-13 14:24:46,DELIVERED,NORTH,False
212,,2025-06-29 05:37:21,PLACED,NORTH,False
213,102,2024-11-12 04:12:00,DELIVERED,WEST,False
214,605,2025-07-19 00:30:55,DELIVERED,NORTH,False
215,,2025-12-15 14:16:32,RETURNED,NORTH,False
216,63,2024-10-25 12:51:54,CANCELLED,EAST,False
217,60,2024-09-17 10:59:55,PLACED,NORTH,False
218,80,2025-06-16 16:23:52,PLACED,SOUTH,False
219,195,2024-12-17 21:38:57,DELIVERED,SOUTH,False
220,572,2025-10-18 14:43:07,DELIVERED,EAST,False
221,438,2025-10-16 03:43:22,SHIPPED,WEST,False
222,162,2026-04-11 23:12:48,RETURNED,EAST,False
223,333,2026-01-02 00:44:43,DELIVERED,EAST,False
224,577,2025-11-02 08:44:59,DELIVERED,EAST,False
225,464,2025-03-25 09:21:53,DELIVERED,EAST,False
226,531,2026-03-29 06:48:20,PLACED,SOUTH,False
227,323,2026-01-11 22:00:10,DELIVERED,EAST,False
228,524,2025-12-12 05:10:50,SHIPPED,NORTH,False
229,160,2025-09-02 20:36:25,DELIVERED,SOUTH,False
230,308,2026-07-21 09:55:43,RETURNED,NORTH,False
231,495,2026-02-12 05:07:39,DELIVERED,CENTRAL,False
232,98,2025-07-15 08:09:10,DELIVERED,CENTRAL,False
233,58,2024-11-13 10:22:36,CANCELLED,WEST,False
234,124,2026-03-25 22:19:08,DELIVERED,CENTRAL,False
235,392,2026-06-11 23:21:07,SHIPPED,CENTRAL,False
236,515,2025-07-17 05:23:37,DELIVERED,WEST,False
237,590,2025-07-07 22:53:17,SHIPPED,WEST,False
238,345,2025-12-22 03:44:40,PLACED,WEST,False
239,409,2026-01-09 22:58:10,PLACED,SOUTH,False
240,203,2025-07-15 02:54:52,SHIPPED,CENTRAL,False
241,537,2025-01-25 00:00:00,DELIVERED,EAST,False
242,590,2025-01-19 15:15:44,DELIVERED,EAST,False
243,353,2026-04-30 00:00:00,SHIPPED,EAST,False
244,453,2025-11-02 19:44:16,RETURNED,SOUTH,False
245,383,2026-06-06 23:39:24,PLACED,NORTH,False
246,152,2025-05-22 13:30:34,PLACED,NORTH,False
247,483,2026-01-02 05:06:46,DELIVERED,SOUTH,False
248,265,2025-12-08 01:25:57,RETURNED,NORTH,False
249,540,2026-03-08 08:17:41,SHIPPED,CENTRAL,False
250,477,2026-05-15 00:00:00,DELIVERED,EAST,False
251,369,2025-07-06 00:00:00,CANCELLED,WEST,False
252,390,2024-08-31 06:22:53,RETURNED,WEST,False
253,545,2025-07-22 09:08:20,RETURNED,CENTRAL,False
254,23,2025-04-22 21:05:49,SHIPPED,WEST,False
255,161,2026-09-22 15:19:31,DELIVERED,SOUTH,True
256,514,2025-07-12 00:00:00,SHIPPED,WEST,False
257,31,2024-12-11 22:12:57,SHIPPED,EAST,False
258,141,2026-02-21 02:59:14,RETURNED,CENTRAL,False
259,233,2025-10-24 16:33:40,DELIVERED,EAST,False
260,338,2024-11-10 05:12:56,DELIVERED,CENTRAL,False
261,208,2024-10-23 08:21:48,DELIVERED,CENTRAL,False
262,441,2026-03-29 08:45:00,PLACED,CENTRAL,False
263,326,2026-03-14 04:10:48,DELIVERED,SOUTH,False
264,150,2025-04-04 04:47:48,CANCELLED,WEST,False
265,311,2025-11-26 13:40:32,CANCELLED,EAST,False
266,193,2026-03-11 00:19:26,DELIVERED,CENTRAL,False
267,581,2025-09-02 07:38:41,SHIPPED,NORTH,False
268,489,2025-05-28 22:43:38,DELIVERED,EAST,False
269,397,2025-06-07 04:04:13,SHIPPED,NORTH,False
270,16,2025-11-05 16:41:05,SHIPPED,SOUTH,False
271,68,2025-09-13 10:11:03,DELIVERED,CENTRAL,False
272,333,2026-07-21 13:36:27,DELIVERED,NORTH,False
273,390,2025-05-16 12:41:28,RETURNED,CENTRAL,False
274,538,2025-04-15 01:02:32,PLACED,NORTH,False
275,44,2026-03-26 16:59:05,DELIVERED,NORTH,False
276,529,2025-10-14 20:24:40,SHIPPED,WEST,False
277,312,2026-03-05 02:01:17,SHIPPED,EAST,False
278,56,2025-06-23 04:13:03,DELIVERED,WEST,False
279,513,2026-03-07 06:50:25,RETURNED,CENTRAL,False
280,424,2025-09-10 00:00:00,DELIVERED,SOUTH,False
281,93,2025-01-28 15:56:58,RETURNED,SOUTH,False
282,127,2025-12-06 04:24:19,DELIVERED,NORTH,False
283,394,2024-10-05 01:24:45,DELIVERED,SOUTH,False
284,390,2026-06-20 03:15:11,SHIPPED,SOUTH,False
285,149,2025-10-02 14:11:55,DELIVERED,EAST,False
286,457,2025-07-30 15:10:27,CANCELLED,SOUTH,False
287,,2025-10-15 00:00:00,DELIVERED,WEST,False
288,6,2025-07-13 07:17:37,SHIPPED,WEST,False
289,453,2025-09-18 15:20:11,SHIPPED,CENTRAL,False
290,571,2026-04-01 15:07:07,SHIPPED,NORTH,False
291,38,2024-12-15 00:00:00,DELIVERED,CENTRAL,False
292,90,2026-07-08 09:53:42,SHIPPED,EAST,False
293,587,2024-09-29 00:07:58,DELIVERED,CENTRAL,False
294,37,2024-10-27 14:15:50,DELIVERED,WEST,False
295,438,2026-03-26 00:00:00,DELIVERED,NORTH,False
296,282,2026-02-23 14:37:37,SHIPPED,SOUTH,False
297,112,2025-05-12 22:41:28,DELIVERED,NORTH,False
298,295,2025-08-05 05:33:01,SHIPPED,CENTRAL,False
299,363,2025-12-04 09:29:49,DELIVERED,WEST,False
300,185,2024-10-14 06:59:11,SHIPPED,SOUTH,False
301,,2026-03-28 23:38:45,PLACED,SOUTH,False
302,425,2026-05-19 06:50:55,DELIVERED,SOUTH,False
303,,2026-05-30 23:15:21,DELIVERED,EAST,False
304,564,2025-11-16 00:00:00,DELIVERED,EAST,False
305,583,2024-08-09 00:00:00,SHIPPED,EAST,False
306,491,2024-11-24 08:07:25,DELIVERED,WEST,False
307,472,2024-11-26 03:47:46,SHIPPED,WEST,False
308,58,2025-09-01 05:31:38,DELIVERED,EAST,False
309,20,2025-05-21 00:47:38,DELIVERED,EAST,False
310,153,2025-10-05 00:00:00,RETURNED,CENTRAL,False
311,585,2024-12-30 02:08:18,PLACED,EAST,False
312,323,2025-12-19 23:49:49,PLACED,SOUTH,False
313,310,2025-03-28 10:14:40,PLACED,NORTH,False
314,95,2025-09-29 00:00:00,DELIVERED,CENTRAL,False
315,349,2026-06-07 05:39:50,DELIVERED,EAST,False
316,101,2025-03-19 15:01:55,DELIVERED,SOUTH,False
317,38,2026-06-29 05:52:18,DELIVERED,NORTH,False
318,46,2025-06-22 17:13:51,PLACED,WEST,False
319,106,2026-07-27 21:55:53,SHIPPED,CENTRAL,False
320,215,2025-04-17 15:17:14,SHIPPED,EAST,False
321,121,2024-10-13 09:08:57,PLACED,CENTRAL,False
322,105,2024-08-15 02:08:53,SHIPPED,SOUTH,False
323,291,2026-07-30 17:16:34,SHIPPED,EAST,False
324,52,2025-05-31 10:00:01,DELIVERED,NORTH,False
325,89,2024-11-10 08:03:01,DELIVERED,CENTRAL,False
326,457,2025-03-12 01:18:34,CANCELLED,CENTRAL,False
327,477,2025-05-05 20:50:37,CANCELLED,WEST,False
328,318,2025-09-14 02:35:45,DELIVERED,SOUTH,False
329,148,2024-09-16 23:12:28,RETURNED,WEST,False
330,339,2026-01-04 22:40:19,DELIVERED,NORTH,False
331,116,2026-03-31 16:51:28,SHIPPED,EAST,False
332,131,2025-04-28 13:54:34,DELIVERED,NORTH,False
333,73,2026-04-30 06:47:20,DELIVERED,WEST,False
334,250,2026-05-03 12:29:06,DELIVERED,EAST,False
335,606,2025-01-27 23:56:26,DELIVERED,EAST,False
336,242,2026-01-04 02:49:20,DELIVERED,CENTRAL,False
337,118,2025-05-24 03:55:41,DELIVERED,WEST,False
338,416,2025-03-29 13:03:38,CANCELLED,WEST,False
339,63,2025-05-15 18:41:20,CANCELLED,NORTH,False
340,153,2025-05-14 21:13:13,DELIVERED,WEST,False
341,325,2025-09-11 08:33:58,DELIVERED,WEST,False
342,353,2025-12-06 02:13:09,DELIVERED,CENTRAL,False
343,131,2025-07-22 00:00:00,RETURNED,NORTH,False
344,,2024-12-24 15:42:28,PLACED,EAST,False
345,241,2025-05-17 02:20:28,DELIVERED,WEST,False
346,446,2026-06-15 11:22:50,DELIVERED,SOUTH,False
347,369,2026-04-14 17:37:40,RETURNED,SOUTH,False
348,74,2024-11-29 20:20:43,CANCELLED,WEST,False
349,140,2026-08-07 18:43:33,DELIVERED,WEST,False
350,436,2025-12-11 15:04:55,DELIVERED,WEST,False
351,232,2024-11-15 05:53:34,DELIVERED,SOUTH,False
352,276,2024-09-30 13:37:17,DELIVERED,NORTH,False
353,378,2024-08-20 15:11:12,DELIVERED,SOUTH,False
354,540,2026-01-18 01:58:42,DELIVERED,WEST,False
355,536,2025-07-30 16:25:10,DELIVERED,NORTH,False
356,553,2025-06-24 04:26:08,PLACED,EAST,False
357,12,2026-08-02 11:49:32,DELIVERED,EAST,False
358,302,2024-10-10 00:00:00,RETURNED,EAST,False
359,578,2025-11-21 07:17:58,DELIVERED,CENTRAL,False
360,299,2025-06-08 22:23:01,SHIPPED,NORTH,False
361,79,2025-07-08 06:40:50,PLACED,EAST,False
362,264,2026-08-17 15:19:31,RETURNED,SOUTH,True
363,379,2026-03-08 10:55:11,DELIVERED,WEST,False
364,541,2025-10-24 16:22:24,PLACED,SOUTH,False
365,158,2025-06-16 03:02:47,DELIVERED,WEST,False
366,451,2024-12-18 11:55:35,DELIVERED,EAST,False
367,271,2025-08-16 06:37:22,SHIPPED,WEST,False
368,488,2025-09-16 10:04:53,DELIVERED,WEST,False
369,400,2025-07-03 21:47:29,CANCELLED,NORTH,False
370,460,2025-04-25 16:52:51,DELIVERED,NORTH,False
371,545,2024-12-22 21:00:16,DELIVERED,EAST,False
372,274,2025-10-24 18:53:36,DELIVERED,WEST,False
373,248,2025-10-05 07:56:44,SHIPPED,EAST,False
374,185,2026-04-19 00:00:00,PLACED,NORTH,False
375,,2025-01-29 02:23:31,DELIVERED,SOUTH,False
376,258,2025-08-10 00:00:00,PLACED,CENTRAL,False
377,223,2025-06-05 06:24:59,DELIVERED,NORTH,False
378,134,2025-09-12 02:55:47,DELIVERED,SOUTH,False
379,189,2025-05-04 05:20:51,RETURNED,WEST,False
380,284,2026-07-24 17:43:28,DELIVERED,EAST,False
381,76,2025-09-28 00:00:00,DELIVERED,NORTH,False
382,272,2026-01-06 00:00:00,RETURNED,SOUTH,False
383,183,2024-10-30 19:44:55,DELIVERED,WEST,False
384,109,2025-07-26 21:48:32,PLACED,NORTH,False
385,257,2025-12-26 00:00:00,DELIVERED,NORTH,False
386,400,2024-11-20 22:48:53,RETURNED,CENTRAL,False
387,,2026-01-25 08:29:10,DELIVERED,WEST,False
388,72,2026-07-28 00:00:00,RETURNED,WEST,False
389,549,2026-07-28 17:00:25,DELIVERED,WEST,False
390,93,2026-03-01 02:34:37,SHIPPED,WEST,False
391,297,2025-07-14 18:50:44,PLACED,WEST,False
392,307,2024-10-05 07:22:36,DELIVERED,EAST,False
393,449,2026-05-21 05:22:34,SHIPPED,CENTRAL,False
394,399,2024-10-12 18:24:15,SHIPPED,CENTRAL,False
395,461,2025-07-20 00:00:00,SHIPPED,EAST,False
396,44,2026-02-01 22:41:24,DELIVERED,CENTRAL,False
397,550,2026-07-11 17:16:14,RETURNED,NORTH,False
398,501,2024-10-05 04:41:59,RETURNED,NORTH,False
399,134,2026-09-19 00:00:00,SHIPPED,NORTH,True
400,175,2025-11-15 00:00:00,CANCELLED,NORTH,False
401,226,2026-03-15 03:40:49,SHIPPED,WEST,False
402,590,2025-03-25 10:24:01,RETURNED,SOUTH,False
403,608,2024-09-16 00:00:00,SHIPPED,WEST,False
404,379,2025-04-17 02:41:30,RETURNED,NORTH,False
405,386,2026-02-28 00:00:00,DELIVERED,NORTH,False
406,,2025-07-17 15:47:17,DELIVERED,EAST,False
407,488,2025-08-18 15:34:07,DELIVERED,CENTRAL,False
408,245,2025-07-17 22:09:44,PLACED,SOUTH,False
409,91,2026-01-27 04:41:22,SHIPPED,NORTH,False
410,197,2025-06-12 16:51:27,PLACED,EAST,False
411,553,2026-07-11 20:15:20,DELIVERED,SOUTH,False
412,199,2026-03-15 05:52:17,CANCELLED,WEST,False
413,164,2025-03-08 00:00:00,DELIVERED,EAST,False
414,258,2024-09-03 23:07:40,DELIVERED,NORTH,False
415,54,2026-06-14 07:01:22,DELIVERED,WEST,False
416,73,2026-02-07 14:22:10,DELIVERED,EAST,False
417,334,2026-01-22 04:43:27,SHIPPED,SOUTH,False
418,205,2025-09-24 22:25:59,DELIVERED,WEST,False
419,447,2024-09-23 00:33:07,DELIVERED,WEST,False
420,469,2025-07-20 19:01:42,RETURNED,SOUTH,False
421,33,2024-12-10 00:00:00,PLACED,WEST,False
422,176,2024-09-15 20:46:49,SHIPPED,SOUTH,False
423,175,2026-08-02 14:24:21,SHIPPED,WEST,False
424,501,2026-03-23 00:58:40,DELIVERED,WEST,False
425,439,2025-11-08 05:01:52,SHIPPED,CENTRAL,False
426,606,2025-03-06 16:07:10,CANCELLED,WEST,False
427,42,2024-10-08 10:20:02,DELIVERED,WEST,False
428,491,2025-08-13 11:40:24,PLACED,WEST,False
429,572,2026-04-23 02:56:05,DELIVERED,SOUTH,False
430,303,2025-02-28 02:55:01,PLACED,EAST,False
431,471,2024-11-13 23:24:40,PLACED,WEST,False
432,142,2025-03-02 09:40:13,DELIVERED,EAST,False
433,2,2026-04-27 00:00:00,CANCELLED,EAST,False
434,304,2024-08-19 12:48:20,RETURNED,CENTRAL,False
435,213,2024-10-29 15:26:09,CANCELLED,NORTH,False
436,373,2024-12-14 17:03:05,DELIVERED,CENTRAL,False
437,,2025-10-15 10:26:06,DELIVERED,CENTRAL,False
438,210,2024-11-27 13:26:32,DELIVERED,WEST,False
439,595,2025-07-01 10:18:51,DELIVERED,SOUTH,False
440,274,2026-03-22 06:28:49,PLACED,EAST,False
441,498,2025-02-15 23:57:36,DELIVERED,CENTRAL,False
442,546,2026-01-03 01:27:14,DELIVERED,NORTH,False
443,469,2025-07-29 09:09:50,SHIPPED,NORTH,False
444,283,2026-03-16 02:00:41,SHIPPED,SOUTH,False
445,24,2026-04-30 20:13:42,DELIVERED,SOUTH,False
446,431,2025-04-16 14:27:06,SHIPPED,NORTH,False
447,,2024-10-09 19:29:28,DELIVERED,EAST,False
448,352,2024-11-23 03:06:26,DELIVERED,CENTRAL,False
449,456,2026-06-22 09:13:32,CANCELLED,EAST,False
450,267,2024-11-29 18:17:39,SHIPPED,NORTH,False
451,292,2025-08-06 10:31:56,RETURNED,CENTRAL,False
452,180,2026-08-04 22:52:14,DELIVERED,SOUTH,False
453,120,2026-02-22 21:31:24,PLACED,EAST,False
