store_id,total_revenue
ST_27834,2117.83
ST_38301,2117.212
ST_75007,2084.614
ST_91776,2061.01
ST_48185,2057.976
ST_95928,2050.178
ST_24153,2039.55
ST_60035,2035.0959999999998
ST_44052,2015.1109999999999
ST_50315,2008.84
ST_99207,2004.078
ST_35630,1997.35
ST_30328,1997.03
ST_19013,1963.2309999999998
ST_90278,1959.8029999999999
ST_92503,1944.246
ST_92307,1904.5209999999997
ST_7109,1891.6
ST_89015,1888.0580000000002
ST_43402,1865.565
ST_89115,1834.02
ST_33178,1815.9605
ST_10550,1811.6519999999998
ST_55901,1799.64
ST_40324,1786.42
ST_36830,1766.83
ST_71203,1757.3700000000001
ST_44107,1756.324
ST_60201,1753.799
ST_48183,1744.3349999999998
ST_32839,1740.0800000000006
ST_39401,1722.84
ST_74403,1721.7
ST_8861,1717.08
ST_33024,1697.8155000000002
ST_18018,1689.634
ST_52001,1687.3
ST_81001,1686.938
ST_33710,1672.528
ST_54915,1671.31
ST_46142,1665.0500000000002
ST_54703,1645.65
ST_92630,1625.536
ST_48911,1610.286
ST_82001,1603.136
ST_45231,1598.744
ST_23434,1597.9
ST_90712,1583.683
ST_30605,1565.9099999999999
ST_7055,1562.086
ST_93030,1558.1000000000004
ST_6450,1550.6799999999998
ST_46226,1545.1300000000003
ST_78577,1540.708
ST_33023,1531.1919999999998
ST_84043,1516.726
ST_92627,1497.67
ST_60016,1493.212
ST_91767,1482.502
ST_28806,1475.3760000000002
ST_94533,1470.584
ST_93010,1467.5175
ST_85254,1466.307
ST_97405,1465.032
ST_7601,1456.1599999999999
ST_38671,1455.39
ST_33319,1413.51
ST_97224,1393.7820000000002
ST_60174,1388.71
ST_13021,1384.1580000000001
ST_93309,1377.2900000000002
ST_73071,1351.3300000000002
ST_98031,1351.254
ST_83201,1344.942
ST_85345,1336.816
ST_56301,1331.82
ST_97301,1316.2420000000002
ST_60188,1305.81
ST_54880,1299.73
ST_78521,1290.4828
ST_60540,1288.303
ST_33317,1286.428
ST_92553,1262.4660000000001
ST_6708,1260.8899999999999
ST_10801,1255.2279999999998
ST_98059,1242.632
ST_46614,1238.33
ST_12180,1236.586
ST_95207,1227.6000000000001
ST_94591,1221.41
ST_92345,1213.1715
ST_17602,1211.3950000000002
ST_26003,1209.824
ST_4401,1164.45
ST_94526,1158.882
ST_83301,1148.806
ST_6457,1144.7699999999998
ST_57103,1137.42
ST_28110,1135.336
ST_68025,1119.01
ST_87124,1114.192
ST_83704,1094.4699999999998
ST_85281,1070.302
ST_85224,1067.403
ST_29501,1064.57
ST_73505,1057.49
ST_48127,1051.5700000000002
ST_48126,1048.1
ST_80134,1045.3220000000001
ST_97756,1043.027
ST_33021,1038.41
ST_78041,1024.34
ST_46350,1021.34
ST_98502,1020.448
ST_75051,1012.4859999999999
ST_37421,988.803
ST_79762,976.124
ST_61701,963.9400000000002
ST_6460,961.7400000000001
ST_73034,959.55
ST_37064,948.2280000000001
ST_85323,946.808
ST_2169,946.175
ST_92404,945.9399999999999
ST_80525,935.252
ST_58103,919.91
ST_32712,904.554
ST_66062,895.79
ST_28052,895.06
ST_32725,893.2399999999999
ST_60126,891.6279999999999
ST_48104,889.2730000000001
ST_55369,882.87
ST_27707,879.96
ST_77573,875.3679999999999
ST_19601,873.712
ST_78501,866.716
ST_92020,865.616
ST_60098,857.2500000000001
ST_18103,853.2520000000001
ST_37167,848.579
ST_2151,833.26
ST_60089,831.399
ST_54601,830.41
ST_67212,825.27
ST_33065,824.9920000000001
ST_48187,818.13
ST_17403,817.978
ST_92592,808.666
ST_84106,802.7760000000001
ST_85364,796.009
ST_80020,793.504
ST_77590,790.972
ST_46544,776.24
ST_92691,775.986
ST_37604,765.848
ST_80229,765.248
ST_34741,751.984
ST_28403,743.162
ST_60090,737.142
ST_77642,737.0528
ST_95661,734.776
ST_93905,728.8909999999998
ST_71111,719.5
ST_87401,718.72
ST_63376,697.16
ST_44060,693.13
ST_98661,686.8359999999999
ST_60068,685.0
ST_71854,654.24
ST_76903,650.636
ST_8360,647.9659999999999
ST_89502,644.062
ST_48066,638.33
ST_94086,636.2099999999999
ST_77803,616.656
ST_55125,607.65
ST_66212,606.9099999999999
ST_76706,606.1072
ST_75061,605.5
ST_47401,603.8
ST_79424,592.564
ST_48237,580.8599999999999
ST_76063,558.877
ST_70601,547.41
ST_29464,545.94
ST_95037,545.01
ST_56560,543.86
ST_60076,529.568
ST_54302,527.3199999999999
ST_35244,525.85
ST_11520,523.3299999999999
ST_7090,519.72
ST_27511,505.208
ST_55433,503.13
ST_2138,502.09000000000003
ST_61604,501.48
ST_92054,499.612
ST_77581,494.996
ST_37087,488.896
ST_80004,488.168
ST_59801,487.984
ST_92563,484.65
ST_93534,477.44399999999996
ST_77705,472.116
ST_78550,471.404
ST_20852,469.77
ST_83605,455.63199999999995
ST_6010,454.6
ST_33437,454.05699999999996
ST_95336,452.182
ST_19901,449.12
ST_90604,444.768
ST_13440,443.96999999999997
ST_59601,443.84
ST_37620,436.602
ST_1810,435.84999999999997
ST_80501,431.952
ST_95687,423.28
ST_88220,419.34000000000003
ST_6360,414.03999999999996
ST_98042,413.67999999999995
ST_29483,406.93999999999994
ST_20877,405.91999999999996
ST_48601,395.86
ST_31088,392.94
ST_48146,387.602
ST_7017,377.27
ST_91911,375.74
ST_13501,375.08
ST_91941,367.53000000000003
ST_61761,366.744
ST_31204,364.01
ST_27893,358.46
ST_52302,358.36
ST_48180,353.7
ST_75701,347.20599999999996
ST_44240,346.302
ST_60462,339.96
ST_37130,337.333
ST_7011,336.82
ST_96003,333.576
ST_62301,330.284
ST_45011,328.22400000000005
ST_95351,326.15
ST_60543,321.978
ST_37075,319.538
ST_93277,318.78000000000003
ST_54401,317.47999999999996
ST_67846,312.38000000000005
ST_84084,311.85
ST_1040,301.96
ST_72032,301.96
ST_92677,290.983
ST_75002,290.20599999999996
ST_83642,287.092
ST_30188,286.65000000000003
ST_63116,285.96
ST_29406,284.25
ST_91761,283.92
ST_84321,280.276
ST_52402,278.4
ST_32137,274.428
ST_66502,273.96
ST_32114,272.3315
ST_63301,270.94
ST_76117,269.32800000000003
ST_30344,268.4
ST_95695,264.66200000000003
ST_42071,264.62
ST_84020,263.65
ST_53214,250.48000000000002
ST_71901,245.82999999999998
ST_33445,242.536
ST_63122,241.34
ST_91360,238.804
ST_2740,235.97
ST_91730,231.85199999999998
ST_2148,228.38
ST_32771,225.54600000000002
ST_95051,222.192
ST_78415,220.544
ST_49505,218.45
ST_60440,218.308
ST_1453,217.49
ST_61032,215.82
ST_76021,213.392
ST_71603,212.91
ST_42104,211.81
ST_7050,211.11
ST_47150,209.55
ST_1752,206.64
ST_14304,199.84199999999998
ST_2895,195.55
ST_55106,192.82999999999998
ST_75080,190.92
ST_7002,183.4
ST_55122,175.93
ST_35401,175.70000000000002
ST_46514,171.43
ST_39503,166.5
ST_64118,164.34
ST_92236,163.55
ST_14701,159.98
ST_60025,158.376
ST_57701,152.64000000000001
ST_20707,152.59
ST_61821,151.96
ST_27360,151.292
ST_50322,149.12
ST_80022,146.352
ST_84107,146.318
ST_90660,145.9
ST_55016,144.35999999999999
ST_75056,142.16
ST_33407,141.328
ST_49423,137.86
ST_95240,136.98
ST_75019,135.936
ST_33030,132.552
ST_48307,132.52
ST_95610,129.39
ST_80112,124.056
ST_43123,123.588
ST_75104,122.376
ST_98632,119.21000000000001
ST_60067,116.312
ST_93454,115.44
ST_7036,115.36
ST_77301,111.672
ST_88101,111.42
ST_78666,108.44399999999999
ST_4240,106.08000000000001
ST_98006,103.62200000000001
ST_22901,102.60999999999999
ST_98270,102.18
ST_87505,100.92
ST_88001,98.77
ST_60423,97.632
ST_32935,95.616
ST_92025,94.548
ST_45040,94.264
ST_33068,90.44
ST_97504,90.218
ST_92672,90.05799999999999
ST_70065,89.32000000000001
ST_38134,88.96
ST_78539,88.27600000000001
ST_97123,87.83800000000001
ST_65109,86.62
ST_47362,84.61
ST_53081,79.74
ST_85635,76.072
ST_94403,75.18
ST_6484,73.33
ST_80122,72.294
ST_42301,71.18
ST_75043,67.704
ST_33134,64.248
ST_33433,63.007999999999996
ST_77840,57.984
ST_75034,57.504
ST_52601,57.43
ST_11757,55.48
ST_98052,55.230000000000004
ST_53186,54.5
ST_8302,52.410000000000004
ST_75150,52.147999999999996
ST_92399,50.8
ST_92253,46.32
ST_21740,43.8
ST_59715,43.66
ST_61832,43.372
ST_94061,41.904
ST_76051,41.528
ST_28601,40.764
ST_72756,40.41
ST_3060,35.94
ST_48073,35.34
ST_27534,34.944
ST_95616,32.4
ST_48310,30.68
ST_77571,30.392
ST_80634,30.351999999999997
ST_50701,30.32
ST_44221,29.094
ST_90640,27.88
ST_6810,27.46
ST_57401,25.5
ST_8401,23.36
ST_86442,22.288
ST_60477,22.288
ST_33161,22.128
ST_94568,22.0
ST_80538,20.964000000000002
ST_16602,20.451
ST_94509,19.44
ST_68701,17.43
ST_48858,17.14
ST_34952,17.03
ST_46368,16.28
ST_33063,15.552
ST_8901,14.77
ST_60004,14.112
ST_27514,14.016
ST_29730,11.85
ST_77520,10.368
ST_60302,10.192
ST_52240,9.99
ST_83501,9.584
ST_60441,8.952
ST_55124,8.64
ST_59102,8.288
ST_32127,7.824
ST_77536,6.924
ST_77489,6.37
ST_76248,6.0
ST_84041,4.96
ST_72762,4.3
ST_98002,4.18
ST_98208,3.856
ST_93405,3.62
ST_32174,2.808
ST_32503,2.214
ST_33458,2.064
ST_44035,1.824
ST_79605,1.392
ST_92530,0.0
ST_68801,0.0
